Whole Person Physiome Table for Digestive System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Yamada’s Textbook of Gastroenterology (7e, 2022)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,10/28/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Digestive system,digestive system process,GO:0022602,GI motility Function,,,Extrinsic modulation,,,,,,,,,,,,,,,,,,,Parasym ↑; Symp ↓: Parasympathetic tone – increases → motility; Sympathetic tone – decreases → motility,Organ system,parasympathetic nerve/digestive system,digestive system,UBERON:0001007,Preganglionic neurons,neuron,CL:0000540,NE,decreases,X modulation,autonomic motility,,,Circulatory / Systemic,Systemic,Seconds–minutes,Autonomic tests ,,,vagovagal reflexes,,,,,,,,,Parasym,,,,,,,,,,,,"High-Yield Physiology, 1st edition. Dudek, 2008.",ISBN: 978-0781745871,28,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Sodium absorption (electroneutral & electrogenic),renal sodium ion absorption,GO:0070294,,,,,,,,,,,,,,,,,Na⁺ uptake via apical exchangers and cotransporters: NHE3 (Na⁺/H⁺ exchanger),Cell,Intestine,intestine,UBERON:0000160,Enterocyte (villus tip),intestinal villus capillary endothelial cell,CL:4052003,,does,X uptake,sodium,,,,Cellular,Seconds–minutes,Short-circuit current,,, Na⁺ flux studies,,,,,,,,,Aldosterone ↑ ENaC,,, sympathetic tone ↑ Na⁺ absorption,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Sodium absorption (electroneutral & electrogenic),renal sodium ion absorption,GO:0070294,,,,,,,,,,,,,,,,,Na⁺ uptake via apical exchangers and cotransporters: ENaC (epithelial Na⁺ channel),Cell,Colon,Colon,UBERON:0001155,Enterocyte (villus tip),intestinal villus capillary endothelial cell,CL:4052003,,does,X absorption,sodium,,,,Cellular,Seconds–minutes,Short-circuit current,,, Na⁺ flux studies,,,,,,,,,Aldosterone ↑ ENaC,,, sympathetic tone ↑ Na⁺ absorption,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Sodium absorption (electroneutral & electrogenic),renal sodium ion absorption,GO:0070294,,,,,,,,,,,,,,,,,Na⁺ uptake via apical exchangers and cotransporters: Na⁺/glucose cotransporter (SGLT1),Cell,Intestine,intestine,UBERON:0000160,Enterocyte (villus tip),intestinal villus capillary endothelial cell,CL:4052003,,does,X cotransport,glucose,,,,Cellular,Seconds–minutes,Short-circuit current,,, Na⁺ flux studies,,,,,,,,,Aldosterone ↑ ENaC,,, sympathetic tone ↑ Na⁺ absorption,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Chloride secretion,chloride transport,GO:0006821,,,,,,,,,,,,,,,,,CFTR-dependent Cl⁻ secretion to lumen: Basolateral NKCC1 loads Cl⁻,Cell,Intestine,intestine,UBERON:0000160,Secretory enterocyte (crypt),secretory cell,CL:0000151,,does,X loading,chloride,,,,Cellular,Seconds–minutes,CFTR current measurement,,, stool Cl⁻,,,,,,,,,cAMP/PKA pathway activates CFTR,,, VIP & PGE₂ stimulate secretion,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Chloride secretion,chloride transport,GO:0006821,,,,,,,,,,,,,,,,,CFTR-dependent Cl⁻ secretion to lumen: CFTR channel releases Cl⁻ apically,Cell,Intestine,intestine,UBERON:0000160,Secretory enterocyte (crypt),secretory cell,CL:0000151,,does,X secretion,chloride,,,,Cellular,Seconds–minutes,CFTR current measurement,,, stool Cl⁻,,,,,,,,,cAMP/PKA pathway activates CFTR,,, VIP & PGE₂ stimulate secretion,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Chloride secretion,chloride transport,GO:0006821,,,,,,,,,,,,,,,,,CFTR-dependent Cl⁻ secretion to lumen: K⁺ channels recycle membrane potential,Cell,Intestine,intestine,UBERON:0000160,Secretory enterocyte (crypt),secretory cell,CL:0000151,,does,X recycling,potassium-channel membrane,,,,Cellular,Seconds–minutes,CFTR current measurement,,, stool Cl⁻,,,,,,,,,cAMP/PKA pathway activates CFTR,,, VIP & PGE₂ stimulate secretion,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Chloride absorption,chloride transport,GO:0006821,,,,,,,,,,,,,,,,,Cl⁻ reuptake via Cl⁻/HCO₃⁻ exchangers: DRA (SLC26A3) exchange Cl⁻/HCO₃⁻,Cell,Intestine,intestine,UBERON:0000160,Colonocyte (distal colon),colonocyte,CL:1000347,,does,X exchange with Y,DRA,bicarbonate,,,Cellular,Minutes–hours,Fecal Cl⁻ loss,,, acid–base balance,,,,,,,,,Linked NaCl coupled absorption via DRA–NHE3 complex,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Chloride absorption,chloride transport,GO:0006821,,,,,,,,,,,,,,,,,Cl⁻ reuptake via Cl⁻/HCO₃⁻ exchangers: AE2 basolateral Cl⁻ exit,Cell,Intestine,intestine,UBERON:0000160,Colonocyte (distal colon),colonocyte,CL:1000347,,does,X exit,chloride,,,,Cellular,Minutes–hours,Fecal Cl⁻ loss,,, acid–base balance,,,,,,,,,Linked NaCl coupled absorption via DRA–NHE3 complex,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Chloride absorption,chloride transport,GO:0006821,,,,,,,,,,,,,,,,,Cl⁻ reuptake via Cl⁻/HCO₃⁻ exchangers: Linked to NHE3 for electroneutrality,Cell,Intestine,intestine,UBERON:0000160,Colonocyte (distal colon),colonocyte,CL:1000347,,does,X exchange,NHE3-DRA,,,,Cellular,Minutes–hours,Fecal Cl⁻ loss,,, acid–base balance,,,,,,,,,Linked NaCl coupled absorption via DRA–NHE3 complex,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Potassium handling,,,,,,,,,,,,,,,,,,,Luminal secretion and absorption balance: Basolateral Na⁺/K⁺-ATPase creates gradient,Cell,Intestine,intestine,UBERON:0000160,Colonocyte,colonocyte,CL:1000347,,does,X creation,Na⁺/K⁺-ATPase gradient ,,,,Cellular,Minutes–hours,Stool K⁺ loss,,, serum K⁺,,,,,,,,,Aldosterone ↑ BK/ROMK,,, luminal flow stimulates K⁺ secretion,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Potassium handling,,,,,,,,,,,,,,,,,,,Luminal secretion and absorption balance: Apical BK and ROMK channels secrete K⁺,Cell,Colon,Colon,UBERON:0001155,Colonocyte,colonocyte,CL:1000347,,does,X secretion,potassium,,,,Cellular,Minutes–hours,Stool K⁺ loss,,, serum K⁺,,,,,,,,,Aldosterone ↑ BK/ROMK,,, luminal flow stimulates K⁺ secretion,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Potassium handling,,,,,,,,,,,,,,,,,,,Luminal secretion and absorption balance: H⁺/K⁺-ATPase absorbs K⁺ in distal colon,Cell,Colon,Colon,UBERON:0001155,Colonocyte,colonocyte,CL:1000347,,does,X absorption,potassium,,,,Cellular,Minutes–hours,Stool K⁺ loss,,, serum K⁺,,,,,,,,,Aldosterone ↑ BK/ROMK,,, luminal flow stimulates K⁺ secretion,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Bicarbonate secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,,,,Luminal HCO₃⁻ output via anion exchangers and CFTR: Apical CFTR HCO₃⁻ conduction,Cell,Duodenum,Duodenum,UBERON:0002114,Enterocyte,enterocyte of epithelium of large intestine,CL:0002071,,does,X conduction,bicarbonate,,,,Cellular,Minutes–hours,Luminal pH,,, bicarbonate output,,,,,,,,,CFTR–SLC26 coupling regulated by WNK/SPAK pathway,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Bicarbonate secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,,,,Luminal HCO₃⁻ output via anion exchangers and CFTR: SLC26A3/SLC26A6 HCO₃⁻ exchange,Cell,Duodenum,Duodenum,UBERON:0002114,Enterocyte,enterocyte of epithelium of large intestine,CL:0002071,,does,X exchange,bicarbonate,,,,Cellular,Minutes–hours,Luminal pH,,, bicarbonate output,,,,,,,,,CFTR–SLC26 coupling regulated by WNK/SPAK pathway,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Bicarbonate secretion,bicarbonate transport,GO:0015701,,,,,,,,,,,,,,,,,Luminal HCO₃⁻ output via anion exchangers and CFTR: Carbonic anhydrase H⁺/HCO₃⁻ generation,Cell,Stomach/Intestine,digestive system,UBERON:0001007,Enterocyte,enterocyte of epithelium of large intestine,CL:0002071,,does,X formation,bicarbonate,,,,Cellular,Minutes–hours,Luminal pH,,, bicarbonate output,,,,,,,,,CFTR–SLC26 coupling regulated by WNK/SPAK pathway,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,Intestinal Ca²⁺ absorption: ,Organ,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,Ca²⁺,blood,20% of Calcium intake,,Organ (intra-organ),Hours–days,Serum Ca²⁺,,, 25-OH vitamin D,,,,,,,,,↑ Vitamin D → ↑ TRPV6 → ↑ CaBP → ↑ Ca²⁺ transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,Intestinal Ca²⁺ excretion: ,Organ,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,Ca²⁺,lumen,80% of Calcium intake,,Organ (intra-organ),Hours–days,Serum Ca²⁺,,, 25-OH vitamin D,,,,,,,,,↑ Vitamin D → ↑ TRPV6 → ↑ CaBP → ↑ Ca²⁺ transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,"Intestinal Ca²⁺ absorption (vitamin D–dependent transcellular transport):  TRPV6, CaBP mediates  calcium absorption",Cell,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,Ca²⁺,blood,,,Cellular,Hours–days,Serum Ca²⁺,,, 25-OH vitamin D,,,,,,,,,↑ Vitamin D → ↑ TRPV6 → ↑ CaBP → ↑ Ca²⁺ transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,Intestinal Ca²⁺ absorption (vitamin D–dependent transcellular transport): VitD mediates  calcium absorption,Cell,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,Vitamin D,increases,X transport to Y,Ca²⁺,blood,,Systemic,Cellular,Hours–days,Serum Ca²⁺,,, 25-OH vitamin D,,,,,,,,,↑ Vitamin D → ↑ TRPV6 → ↑ CaBP → ↑ Ca²⁺ transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,Intestinal Ca²⁺ absorption (vitamin D–dependent transcellular transport): calcitonin mediates  calcium absorption,Cell,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,calcitonin,decreases,X transport to Y,Ca²⁺,blood,,Systemic,Cellular,Hours–days,Serum Ca²⁺,,,calcitonin,,,,,,,,,↑ Vitamin D → ↑ TRPV6 → ↑ CaBP → ↑ Ca²⁺ transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,Intestinal Ca²⁺ absorption (vitamin D–dependent transcellular transport): PTH mediates  calcium absorption,Cell,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,PTH,increases,X transport to Y,Ca²⁺,blood,,Systemic,Cellular,Hours–days,Serum Ca²⁺,,,PTH,,,,,,,,,↑ Vitamin D → ↑ TRPV6 → ↑ CaBP → ↑ Ca²⁺ transport,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,calcium reabsorption,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,Passive paracellular Ca²⁺ absorption: Tight junction permeability mediates  calcium passive absorption,Tissue,Small intestine,small intestine,UBERON:0002108,Tight junction epithelium,,,Tight junction permeability,does,X diffusion to Y,Ca²⁺,blood,,Intra-organ,Cellular,seconds–minutes,Serum Ca²⁺,,,,,,,,,,,,Driven by electro-chemical gradient; ↑ intestinal flow → ↑ passive loss,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Intestinal PO₄³⁻ absorption via NaPi cotransport: NaPi-Iib mediates PO₄³⁻  reabsorption ,Organ,Small intestine,small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,PO₄³⁻ ,blood,73% of  phosphorus  intake,,Organ (intra-organ),Seconds–minutes,Serum phosphate,,,,,,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate secretion,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,About 200 mg of phosphorus is secreted into the intestine via pancreatic and intestinal secretions: pancreatic and intestinal secretes  phosphorus,Organ,Pancreas/ Small intestine,digestive system,UBERON:0001007,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,PO₄³⁻ ,fece,13% of  phosphorus  intake,,Organ (intra-organ),Seconds–minutes,Serum phosphate,,,,,,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Intestinal PO₄³⁻ absorption via NaPi cotransport: NaPi-Iib mediates PO₄³⁻  reabsorption ,Cell,Small intestine,Small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,,does,X transport to Y,PO₄³⁻ ,blood,,,Cellular,Seconds–minutes,Serum phosphate,,,,,,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate absorption: PTH mediates PO₄³⁻  reabsorption ,Cell,Small intestine,Small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,VitD,increases,X transport to Y,PO₄³⁻ ,blood,,Systemic,Cellular,Seconds–minutes,Serum phosphate,,, 25-OH vitamin D,,,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate absorption: FGF23 mediates PO₄³⁻  reabsorption ,Cell,Small intestine,Small intestine,UBERON:0002108,Enterocytes,enterocyte,CL:0000584,FGF23,decreases,X transport to Y,PO₄³⁻ ,blood,,Systemic,Cellular,Seconds–minutes,Serum phosphate,,,FGF23,,,,,,,,,↑ Ca²⁺ → contraction; Ca-channel blockers ↓ motility,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate absorption: Concentration-dependent diffusion mediates  PO₄³⁻ passive absorption,Tissue,Small intestine,Small intestine,UBERON:0002108,Small intestine,Small intestine,UBERON:0002108,Concentration-dependent diffusion,does,X transport to Y,PO₄³⁻ ,blood,,Intra-organ,Organ (intra-organ),minutes–hours,Serum phosphate,,,,,,,,,,,,Concentration-dependent diffusion,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Phosphate binding in gut (diet/fiber or meds): Phosphate binding in gut (diet/fiber or meds) regulates  PO₄³⁻ reabsorption,Tissue,Small intestine,Small intestine,UBERON:0002108,Small intestine,Small intestine,UBERON:0002108,phytic acid,increases,X excretion to Y,PO₄³⁻ ,fece,,Intra-organ,Organ (intra-organ),Hours,Serum phosphate,,,,,,,,,,,,Concentration-dependent diffusion,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Phosphate absorption,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Ca–P complex formation in gut lumen: Ca–P complex formation in gut lumen regulates  PO₄³⁻ reabsorption,Tissue,Small intestine,Small intestine,UBERON:0002108,Small intestine,Small intestine,UBERON:0002108,dairy buffering,increases,X precipitation and excretion to Y,Ca-P chelation,fece,,Intra-organ,Organ (intra-organ),Minutes–hours,Serum phosphate,,,,,,,,,,,,Concentration-dependent diffusion,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Maintain calcium-phosphate balance,phosphate ion transport,GO:0006817,,,,,,,,,,,,,,,,,Ca²⁺ regulates epithelial junction & secretion: Ca²⁺ influx (TRPV6) increases⁺ CaSR activation  and intracellular  Ca² for Tightens tight junctions and mucus secretion,Organ system,GI,digestive system,UBERON:0001007,Enterocytes,enterocyte,CL:0000584,Ca²⁺ influx,does,X resitution,tight junctions barrier,,,Systemic,Systemic,Hours–days,Serum phosphate,,, FGF-23,,,,,,,,,↓ NaPi-IIb expression,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Water transport,water transport,GO:0006833,,,,,,,,,,,,,,,,,Coupled osmotic movement following ion flux: Na⁺-driven water uptake,Cell,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X uptake to Y,sodium/water,blood,,,Cellular,seconds–minutes,Stool water content,,, hydration state,,,,,,,,,Osmotic coupling to NaCl flux,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
Digestive system,digestive system process,GO:0022602,Electrolyte Balance,monoatomic ion homeostasis,GO:0050801,Water transport,water transport,GO:0006833,,,,,,,,,,,,,,,,,Coupled osmotic movement following ion flux: Paracellular solvent drag,Cell,Intestine,intestine,UBERON:0000160,Enterocyte,enterocyte,CL:0000584,,does,X drag transport,solvent,,,,Cellular,seconds–minutes,Stool water content,,, hydration state,,,,,,,,,Osmotic coupling to NaCl flux,,,,,,,,,,,,Yamada’s Textbook of Gastroenterology ,ISBN 9781119600206,16,,,,,,,,,
