endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,decreases,X secretion,glucose,,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,increases,X secretion,glucose,,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,cortisol,increases,X secretion,glucose,,,,,"minutes, hours",circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,gluconeogenesis,gluconeogenesis,GO:0006094,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucose,decreases,X secretion,glucose,,,,,"minutes, hours",circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,glycogen synthesis is increased in the fed state and decreased in the fasted state,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,does,X conversion to Y,glucose,glycogen,,,,"minutes, hours",,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,increases,X conversion to Y,glucose,glycogen,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,decreases,X conversion to Y,glucose,glycogen,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,insulin,increases,X conversion to Y,glucose,glycogen,,,,"minutes, hours",circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,,does,X conversion to Y,glucose,glycogen,,,,"minutes, hours",,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,increases,X conversion to Y,glucose,glycogen,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,decreases,X conversion to Y,glucose,glycogen,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogen synthesis,glycogen biosynthetic process,GO:0005978,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,insulin,increases,X conversion to Y,glucose,glycogen,,,,"minutes, hours",circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,glycogenolysis is increased by glucagon and in the fasted state,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,,does,X conversion to Y,glycogen,glucose,,,,"minutes, hours",,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fed status,decreases,X conversion to Y,glycogen,glucose,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,fasted status,increases,X conversion to Y,glycogen,glucose,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,liver lobule,liver lobule,UBERON:0004647,hepatocyte,hepatocyte,CL:0000182,glucagon,increases,X conversion to Y,glycogen,glucose,,,,"minutes, hours",circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,,does,X conversion to Y,glycogen,glucose,,,,"minutes, hours",,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fed status,decreases,X conversion to Y,glycogen,glucose,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,fasted status,increases,X conversion to Y,glycogen,glucose,,,,"minutes, hours",systemic,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,glucose homeostasis,glucose homeostasis,GO:0042593,glycogenolysis,glycogen catabolic process,GO:0005980,,,,,,,,,,,,,,,cell,skeletal muscle,skeletal muscle tissue,UBERON:0001134,striated muscle cell,striated muscle cell,CL:0000737,glucagon,increases,X conversion to Y,glycogen,glucose,,,,"minutes, hours",circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Medical Physiology, 3rd Edition (2017)",ISBN: 9781455743773,51,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,sexual development,development of primary sexual characteristics ,GO:0045137,androgen production,androgen secretion,GO:0035935,DHEA production,dehydroepiandrosterone secretion,GO:0035942,,,,,,,,,,,DHEA is a testosterone and estrogen precursor; elevated in adrenarche,tissue,cortex,adrenal cortex,UBERON:0001235,zona reticularis,zona reticularis of adrenal gland,UBERON:0002055,,does,X secretion,DHEA,,,"[44, 457]","units = µg/dL, [44-332] for female, [89-457] for male",hours,,circulatory,plasma DHEA,,2193-1,,,,,,,,,,hpa axis,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,epinephrine production,epinephrine secretion,GO:0048242,,,,,,,,,,,"epinephrine increases heart rate, blood pressure via alpha and beta adrenergic agonism; acts as neurotransmitter",cell,medulla,adrenal medulla,UBERON:0001236,chromaffin cells,chromaffin cell,CL:0000166,,does,X secretion,epinephrine,,,"[0, 140]",units = pg/mL,"hours, seconds",,circulatory,,,,,,,,,,,,,adrenergic signaling,,,blood pressure regulation,,,vasoconstriction,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,norepinephrine production,norepinephrine secretion,GO:0048243,,,,,,,,,,,norepinephrine increases vascular tone via alpha adrenergic agonism,cell,medulla,adrenal medulla,UBERON:0001236,chromaffin cells,chromaffin cell,CL:0000166,,does,X secretion,norepinephrine,,,"[200, 1700]",units = pg/mL,"hours, seconds",,circulatory,,,,,,,,,,,,,adrenergic signaling,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,dopamine production,dopamine secretion,GO:0014046,,,,,,,,,,,modulates vascular tone and cardiac contractility via D1 and D2 receptors; involved in mood regulation,cell,medulla,adrenal medulla,UBERON:0001236,chromaffin cells,chromaffin cell,CL:0000166,,does,X secretion,dopamine,,,"[0, 30]",units = pg/mL,"hours, seconds",,circulatory,,,,,,,,,,,,,reward circuitry,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,oxytocin production,oxytocin production,GO:0036162,,,,,,,,,,,,,,,,,oxytocin is synthesized in the hypothalamus to promote milk ejection and uterine contraction,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,magnocellular neurons,magnocellular neurosecretory cell,CL:0011003,,does,X synthesis,oxytocin,,,,,minutes,,circulatory,,,,,,,,,,,,,uterine contraction,,,lactation,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,oxytocin release,oxytocin production,GO:0036162,,,,,,,,,,,,,,,,,oxytocin is released from the posterior pituitary to promote milk ejection and uterine contraction,organ,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,does,X secretion,oxytocin,,,,,seconds,,"paracrine, circulatory",plasma oxytocin,,35415-9,,,,,,,,,,uterine contraction,,,lactation,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,oxytocin release,oxytocin production,GO:0036162,,,,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,oxytocin,required for ,X secretion,oxytocin,,,,,seconds,intra-organ,"paracrine, circulatory",plasma oxytocin,,35415-9,,,,,,,,,,uterine contraction,,,lactation,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression production,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,vasopressin is synthesized in the hypothalamus to promote fluid and sodium reabsorption,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,magnocellular neurons,magnocellular neurosecretory cell,CL:0011003,,does,X synthesis,vasopressin,,,,,minutes,,circulatory,,,,,,,,,,,,,renal fluid retention,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression release,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,vasopressin is released from the posterior pituitary to promote fluid and sodium reabsorption,organ,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,does,X secretion,vasopressin,,,"[0, 5.9]",units = pg/mL,seconds,,circulatory,plasma vasopressin,,3126-0,,,,,,,,,,renal fluid retention,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression release,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,vasopressin,required for ,X secretion,vasopressin,,,,,seconds,intra-organ,circulatory,plasma vasopressin,,3126-0,,,,,,,,,,renal fluid retention,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,endocrine autoregulation,regulation of endocrine process,GO:0044060,anterior pituitary inhibition,,,somatostatin production,somatostatin secretion,GO:0070253,,,,,,,,,,,parvicellular neurons release somatostatin and dopamine to inhibit the anterior pituitary,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,somatostatin,,,"[0, 30]",units = pg/mL,seconds,,"paracrine, circulatory",,,,,,,,,,,,,anterior pituitary function,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,endocrine autoregulation,regulation of endocrine process,GO:0044060,anterior pituitary inhibition,,,somatostatin production,somatostatin secretion,GO:0070253,,,,,,,,,,,,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,dopamine,,,"[0, 30]",units = pg/mL,seconds,,"paracrine, circulatory",,,,,,,,,,,,,anterior pituitary function,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,corticotropin releasing hormone release,corticotropin-releasing hormone secretion,GO:0043396,,,,,,,,,,,,,,CRH stimulates ACTH release from the anterior pituitary; released into hypophyseal portal circulation,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,corticotropin releasing hormone,,,"[0.75, 2.5]",units = pmol/L,seconds,,circulatory,,,,,,,,,,,,,ACTH release,,,glucocorticoid release,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,corticotropin releasing hormone release,corticotropin-releasing hormone secretion,GO:0043396,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,corticotropin releasing hormone,increases,X secretion,adrenocorticotropin releasing hormone,,,,baseline ACTH increases 2-4x within 30-60 minutes of increased corticotropin releasing hormone,seconds,circulatory,circulatory,,,,,,,,,,,,,ACTH release,,,glucocorticoid release,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone releasing hormone release,growth hormone-releasing hormone activity,GO:0016608,,,,,,,,,,,,,,GHRH simulates GH secretion from the anterior pituitary; released into hypophyseal portal circulation,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,growth hormone releasing hormone,,,,,seconds,,circulatory,,,,,,,,,,,,,growth hormone release,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone releasing hormone release,growth hormone-releasing hormone activity,GO:0016608,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,growth hormone releasing hormone,increases,X secretion,growth hormone,,,,growth hormone peaks at approximately 10ng/mL or greater after GHRH stimulation,seconds,circulatory,circulatory,,,,,,,,,,,,,growth hormone release,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyrotropin releasing hormone release,thyrotropin-releasing hormone activity,GO:0008437,,,,,,,,,,,,,,TRH is secreted into hypophyseal portal circulation,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,thyroid releasing hormone,,,,,seconds,,circulatory,plasma TRH,,3018-9,,,,,,,,,,thyroid hormone release,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyrotropin releasing hormone release,thyrotropin-releasing hormone activity,GO:0008437,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,thyroid releasing hormone,increases,X secretion,thyroid stimulating hormone,,,,TRH increases TSH at least 5mU/L above baseline,seconds,circulatory,circulatory,plasma TRH,,3018-9,,,,,,,,,,thyroid hormone release,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,dopamine release,dopamine secretion,GO:0014046,,,,,,,,,,,,,,,,,hypothalamic dopamine inhibits prolactin secretion from the anterior pituitary via release into hypophyseal portal circulation,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,dopamine,,,"[0, 30]",units = pg/mL,seconds,,"paracrine, circulatory",plasma dopamine,,14703-3,,,,,,,,,,renal natriuresis,,,prolactin release,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,dopamine release,dopamine secretion,GO:0014046,,,,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,dopamine,decreases,X secretion,prolactin,,,"[0,20]",units = ng/mL,seconds,circulatory,"paracrine, circulatory",plasma dopamine,,14703-3,,,,,,,,,,renal natriuresis,,,prolactin release,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone releasing hormone production,gonadotropin hormone-releasing hormone activity,GO:0005183,,,,,,,,,,,,,,,,,GnRH stimulates LH and FSH release from the anterior pituitary,cell,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,does,X secretion,gonadotropin releasing hormone,,,,"release of GnRH is sinusoidal, with period of 60-90 minutes",minutes,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone releasing hormone production,gonadotropin hormone-releasing hormone activity,GO:0005183,,,,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,gonadotropin releasing hormone,increases,X secretion,luteinizing hormone,,,,"LH levels also sinusoidal, go from 10 to 40mU/mL in response to pulsatile GnRH",minutes,circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone releasing hormone release,gonadotropin hormone-releasing hormone activity,GO:0005183,,,,,,,,,,,,,,,,,,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,gonadotropin releasing hormone,increases,X secretion,follicle stimulating hormone,,,,,seconds,circulatory,circulatory,,,,,,,,,,,,,luteinizing hormone release,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone production,luteinizing hormone secretion,GO:0032275,,,,,,,,,,,,,,,,,LH triggers ovulation in females and testosterone production in males,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,luteinizing hormone,,,"[1, 80]","units = mU/mL, [1, 12] for female follicular phase, [9, 80] for mid-cycle peak, [2,9] for male",minutes,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,adrenocorticotropin hormone production,corticotropin secretion,GO:0051458,,,,,,,,,,,,,,ACTH stimulates adrenal cortisol and corticosteroid production,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,adrenocorticotropic hormone,,,"[10, 60]",units = pg/mL,minutes,,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,adrenocorticotropin hormone production,corticotropin secretion,GO:0051458,,,,,,,,,,,,,,,tissue,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,adrenocorticotropic hormone,increases,X secretion,cortisol,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,development of secondary female sexual characteristics,development of secondary female sexual characteristics,GO:0046543,breast tissue development,mammary gland epithelium development,GO:0061180,prolactin release,prolactin secretion,GO:0070459,,,,,,,,,,,prolactin promotes breast tissue development and lactation,organ,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,does,X secretion,prolactin,,,"[0,20]",units = ng/mL,minutes,,circulatory,plasma prolactin,,2842-3,,,,,,,,,,breastmilk production,,,pregnancy,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
