Whole Person Physiome Table for Craniofacial and Dental System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-8187-0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,George Hajishengallis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-7392-8852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,1/9/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, Behavior Z, and X Target columns.",,,,,,,,,,,,,,,Enter notes here from primary texts on quantitative information available for the processes denoted to the left,"Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"DO NOT FILL THIS OUT YET. These columns will list body states or conditions that change the physiological process. (e.g., ""fed"", ""fasted"")",,"DO NOT FILL THIS OUT YET. These columns will indicate the changes that occur during the corresponding body states. (e.g., ""increase"", ""decrease"")",,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,Behavior Z,X Target,QuantitativeNotes,TimeScale,SignalScale,EffectScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,State/1,State/2,Regulation/1,Regulation/2,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteoclast,osteoclast,CL:0000092,RANKL ,increases,X degradation,bone tissue,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteoclast,osteoclast,CL:0000092,estrogen,decreases,X degradation,bone tissue,,,,,minutes,circulatory,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteoclast,osteoclast,CL:0000092,t3,increases,X degradation,bone tissue,,,,,minutes,circulatory,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteoclast,osteoclast,CL:0000092,inflammation,increases,X degradation,bone tissue,,,,,minutes,circulatory,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteocyte,osteocyte,CL:0000137,,does,X secretion,osteoprotegrin,,,,,minutes,,paracrine,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,"OPG is a decoy receptor that binds RANKL, reducing its effective concentration to bind RANK",tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,mandible,mandible,UBERON:0001684,osteoprotegrin,decreases,X concentration,RANKL ,,,,,minutes,paracrine,paracrine,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,mandible,mandible,UBERON:0001684,osteoprotegrin,decreases,X degradation,bone tissue,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,cell,cranial skeletal system,cranial skeletal system,UBERON:0010323,osteoclast,osteoclast,CL:0000092,osteoprotegrin,decreases,X degradation,bone tissue,,,,,minutes,paracrine,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,parathyroid hormone,increases,X degradation,bone tissue,,,,,minutes,circulatory,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,cell,cranial skeletal system,cranial skeletal system,UBERON:0010323,osteoclast,osteoclast,CL:0000092,parathyroid hormone,increases,X degradation,bone tissue,,,,,minutes,circulatory,systemic,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,cell,cranial skeletal system,cranial skeletal system,UBERON:0010323,osteoblast,osteoblast,CL:0000062,parathyroid hormone,increases,X secretion,RANKL ,,,,,minutes,circulatory,paracrine,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,cell,cranial skeletal system,cranial skeletal system,UBERON:0010323,osteocyte,osteocyte,CL:0000137,parathyroid hormone,decreases,X secretion,osteoprotegrin,,,,,minutes,circulatory,paracrine,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,parathyroid hormone,increases,X secretion,phosphate,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,parathyroid hormone,increases,X secretion,calcium,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,bone tissue degradation,increases,X secretion,calcium,,,,,minutes,intra-organ,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,bone metabolism,regulation of bone mineralization,GO:0046850,RANK/RANKL signaling,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,bone tissue degradation,increases,X secretion,phosphate,,,,,minutes,intra-organ,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteocyte,osteocyte,CL:0000137,,does,X secretion,FGF23,,,,,minutes,,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteocyte,osteocyte,CL:0000137,parathyroid hormone,increases,X secretion,FGF23,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,cell,mandible,mandible,UBERON:0001684,osteocyte,osteocyte,CL:0000137,calcitriol,increases,X secretion,FGF23,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,3,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,tissue,kidney,kidney,UBERON:0002113,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,,does,X export,phosphate,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,GFR regulation,,,volume regulation,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,2,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,tissue,kidney,kidney,UBERON:0002113,proximal convoluted tubule,proximal convoluted tubule,UBERON:0001287,FGF23,increases,X export,phosphate,,,,,minutes,circulatory,circulatory,,,,,,,,,,,,,GFR regulation,,,volume regulation,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,2,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,,does,X secretion,calcium,,,"[8.6, 10.2]",units = mg/dL,minutes,,circulatory,serum calcium,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,2,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,calcium homeostasis,calcium ion homeostasis,GO:0055074,,,,,,,,,,,,,,,,,,tissue,cranial skeletal system,cranial skeletal system,UBERON:0010323,bone,bone tissue,UBERON:0002481,calcitriol,decreases,X secretion,calcium,,,"[8.6, 10.2]",units = mg/dL,minutes,,circulatory,serum calcium,,,,,,,,,,,,bone remodeling,,,calcium homeostasis,,,,,,,,,,,,,"Primer on the Metabolic Bone Diseases and Disorders of Mineral Metabolism, Eighth Edition (2013)",ISBN: 9781118453889,2,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,dentin mineralization,dentin mineralization,GO:0097188,,,,,,,,,,,,,,,,,,cell,tooth,calcareous tooth,UBERON:0001091,odontoblast,odontoblast,CL:0000060,,does,X secretion,collagen,,,,,hours,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,homeostasis,homeostatic process,GO:0042592,dentin mineralization,dentin mineralization,GO:0097188,,,,,,,,,,,,,,,,,,cell,tooth,calcareous tooth,UBERON:0001091,odontoblast,odontoblast,CL:0000060,,does,X conversion to Y,collagen,dentin,,,,"hours, days",,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,sensory perception,sensory perception,GO:0007600,sensory perception of chemical stimulus,sensory perception of chemical stimulus,GO:0007606,sensory perception of smell,sensory perception of smell,GO:0007608,,,,,,,,,,,,,,CN I detects chemical stimuli,tissue,cranial nerve,cranial nerve,UBERON:0001785,olfactory nerve,olfactory nerve,UBERON:0001579,,does,depolarization,odorant,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,sensory perception,sensory perception,GO:0007600,sensory perception of chemical stimulus,sensory perception of chemical stimulus,GO:0007606,sensory perception of smell,sensory perception of smell,GO:0007608,,,,,,,,,,,,,,,cell,olfactory epithelium,olfactory epithelium,UBERON:0001997,olfactory receptor cell,olfactory receptor cell,CL:0000207,,does,detection of X,odorant,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,sensory perception,sensory perception,GO:0007600,sensory perception of chemical stimulus,sensory perception of chemical stimulus,GO:0007606,sensory perception of smell,sensory perception of smell,GO:0007608,,,,,,,,,,,,,,,tissue,cranial nerve,cranial nerve,UBERON:0001785,olfactory nerve,olfactory nerve,UBERON:0001579,olfactory receptor cell detection of odorant,increases,depolarization,,,,,,milliseconds,autocrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,sensory perception,sensory perception,GO:0007600,visual perception,visual perception,GO:0007601,phototransduction,phototransduction,GO:0007602,,,,,,,,,,,,,,CN II hyperpolarizes in response to light,tissue,cranial nerve,cranial nerve,UBERON:0001785,optic nerve,cranial nerve II,UBERON:0000941,,does,depolarization,photon,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,sensory perception,sensory perception,GO:0007600,visual perception,visual perception,GO:0007601,phototransduction,phototransduction,GO:0007602,,,,,,,,,,,,,,,cell,retina,retina,UBERON:0000966,photoreceptor cell,photoreceptor cell,CL:0000210,,does,detection of X,photon,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,sensory perception,sensory perception,GO:0007600,visual perception,visual perception,GO:0007601,phototransduction,phototransduction,GO:0007602,,,,,,,,,,,,,,,tissue,cranial nerve,cranial nerve,UBERON:0001785,optic nerve,cranial nerve II,UBERON:0000941,photoreceptor cell detection of photon,increases,depolarization,,,,,,milliseconds,autocrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,CN III innervates extraocular muscles to control eye movement,tissue,cranial nerve,cranial nerve,UBERON:0001785,oculomotor nerve,oculomotor nerve,UBERON:0001643,,does,depolarization,,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,cranial nerve,cranial nerve,UBERON:0001785,oculomotor nerve,oculomotor nerve,UBERON:0001643,,does,innervation of X,superior rectus extraocular muscle,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,superior rectus,superior rectus extraocular muscle,UBERON:0006323,,does,contraction,,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,superior rectus,superior rectus extraocular muscle,UBERON:0006323,oculomotor nerve depolarization,increases,contraction,,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,superior rectus,superior rectus extraocular muscle,UBERON:0006323,oculomotor nerve depolarization,increases,contraction X,force,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,superior rectus,superior rectus extraocular muscle,UBERON:0006323,oculomotor nerve depolarization,increases,contraction X,frequency,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,CN III innervates extraocular muscles to control eye movement,tissue,cranial nerve,cranial nerve,UBERON:0001785,oculomotor nerve,oculomotor nerve,UBERON:0001643,,does,innervation of X,interior rectus extraocular muscle,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,inferior rectus,interior rectus extraocular muscle,UBERON:0006322,,does,contraction,,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,inferior rectus,interior rectus extraocular muscle,UBERON:0006322,oculomotor nerve depolarization,increases,contraction,,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,inferior rectus,interior rectus extraocular muscle,UBERON:0006322,oculomotor nerve depolarization,increases,contraction X,force,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,inferior rectus,interior rectus extraocular muscle,UBERON:0006322,oculomotor nerve depolarization,increases,contraction X,frequency,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,CN III innervates extraocular muscles to control eye movement,tissue,cranial nerve,cranial nerve,UBERON:0001785,oculomotor nerve,oculomotor nerve,UBERON:0001643,,does,innervation of X,medial rectus extraocular muscle,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,medial rectus,medial rectus extraocular muscle,UBERON:0001602,,does,contraction,,,,,,milliseconds,,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dental and craniofacial system,,,muscle contraction,muscle contraction,GO:0006936,skeletal muscle contraction,skeletal muscle contraction,GO:0003009,eye movement,,,,,,,,,,,,,,,,,tissue,orbit,orbit of skull,UBERON:0001697,medial rectus,medial rectus extraocular muscle,UBERON:0001602,oculomotor nerve depolarization,increases,contraction,,,,,,milliseconds,paracrine,paracrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
