Whole Person Physiome Table for Connective-Tissue system: Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fascia: The Tensional Network of the Human Body (2e, 2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,11/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Coordinate fibroblast-to-myofibroblast transition after injury,fibroblast differentiation,GO:0072537 ,,,,,,,,,,,,,,,,,,,,"Fibroblasts generate deformation fields; macrophages sense matrix deformations and migrate to fibroblasts, secreting growth factors that induce myofibroblast differentiation",Cell,Injured fascial ECM,superficial fascia,UBERON:0011818,macrophages,macrophage,CL:0000235,,does,X sensation,matrix deformations ,,,,Tissue,days,Immunohistochemistry for α-SMA,,, fibrosis and contracture grading,,,,,,,,,fibroblast–macrophage mechanotransduction interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Coordinate fibroblast-to-myofibroblast transition after injury,fibroblast differentiation,GO:0072537 ,,,,,,,,,,,,,,,,,,,,"Fibroblasts generate deformation fields; macrophages sense matrix deformations and migrate to fibroblasts, secreting growth factors that induce myofibroblast differentiation",Cell,Injured fascial ECM,superficial fascia,UBERON:0011818,macrophages,macrophage,CL:0000235,,does,X migration to Y,Macrophages,fibroblasts,,,Tissue,days,Immunohistochemistry for α-SMA,,, fibrosis and contracture grading,,,,,,,,,fibroblast–macrophage mechanotransduction interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Coordinate fibroblast-to-myofibroblast transition after injury,fibroblast differentiation,GO:0072537 ,,,,,,,,,,,,,,,,,,,,"Fibroblasts generate deformation fields; macrophages sense matrix deformations and migrate to fibroblasts, secreting growth factors that induce myofibroblast differentiation",Cell,Injured fascial ECM,superficial fascia,UBERON:0011818,macrophages,macrophage,CL:0000235,,does,X secretion,Growth factors,,,,Tissue,days,Immunohistochemistry for α-SMA,,, fibrosis and contracture grading,,,,,,,,,fibroblast–macrophage mechanotransduction interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Coordinate fibroblast-to-myofibroblast transition after injury,fibroblast differentiation,GO:0072537 ,,,,,,,,,,,,,,,,,,,,"Fibroblasts generate deformation fields; macrophages sense matrix deformations and migrate to fibroblasts, secreting growth factors that induce myofibroblast differentiation",Cell,Injured fascial ECM,superficial fascia,UBERON:0011818,myofibroblast,myofibroblast cell,CL:0000186,Growth factors,increases,X activation,myofibroblast cell,,,paracrine,Tissue,days,Immunohistochemistry for α-SMA,,, fibrosis and contracture grading,,,,,,,,,fibroblast–macrophage mechanotransduction interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Provide mobile pathways for defense and repair,mobile ion carrier activity,GO:0022809,,,,,,,,,,,,,,,,,,,,Interstitial fluid-filled ECM spaces act as conduits where mobile cells move and communicate during protection and renewal,Tissue,Interstitial fluid-filled fascial space,interstitial fluid,UBERON:0000913,Interstitial fluid-filled fascial space,interstitial fluid,UBERON:0000913,,does,X trafficking ,Mobile-cell,,,,Tissue,hours,MRI or ultrasound of fascial planes,,, endomicroscopy in research settings,,,,,,,,,interstitium–cell trafficking interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Modulate systemic metabolism and inflammation,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,,,,"Adipocytes secrete estrogen, peptides, and cytokines including TGF-β1, influencing appetite, insulin–glucose regulation, angiogenesis, vasoconstriction, coagulation, and proinflammatory states; obesity amplifies these signals",Cell,Subfascial adipose tissue,subcutaneous adipose tissue,UBERON:0002190,Adipocyte,adipocyte,CL:0000136,,does,X secretion,"estrogen, peptides, and cytokines including TGF-β1",,,,Systemic,years,BMI,BMI score for risk calculation,97057-4, fasting glucose,Fasting glucose [Presence] in Urine,16913-6, lipid profile,LDL from lipid profile,105516-9, CRP,PhenX - C reactive protein (CRP) protocol 660601,105848-6,adipose–systemic inflammation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Transport humoral factors and support neurovascular regulation,humoral immune response,GO:0006959,,,,,,,,,,,,,,,,,,,,"Well-vascularized fascial fat carries vascular, lymphatic, and neural tracts that distribute signaling molecules",Organ system,"Vascular, lymphatic, and neural tracts in fascia",fascia,UBERON:0008982,"Vascular, lymphatic, and neural tracts in fascia",fascia,UBERON:0008982,,does,X distribution through Y,signaling molecules," vascular, lymphatic, and neural tracts ",,,Systemic,minutes,Doppler ultrasound,,, clinical circulation assessment,,,,,,,,,neurovascular–fascial transport interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Support paracrine communication and Ca²⁺ handling,paracrine signaling,GO:0038001,,,,,,,,,,,,,,,,,,,,"Telocytes with long telopodes form 3D networks, releasing extracellular vesicles and handling Ca²⁺ via caveolae-rich regions for intercellular communication",Cell,Fascial telocyte network,superficial fascia,UBERON:0011818,Telocyte,telocyte,CL:0017004,,does,X formation,3D interstitial networks,,,,Tissue,hours,P1NP / PIIINP,Procollagen type I.N-terminal propeptide [Mass/volume] in Serum,47255-5,CRP,C reactive protein,105848-6,,,,,,,telocyte–paracrine network interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Support paracrine communication and Ca²⁺ handling,paracrine signaling,GO:0038001,,,,,,,,,,,,,,,,,,,,"Telocytes with long telopodes form 3D networks, releasing extracellular vesicles and handling Ca²⁺ via caveolae-rich regions for intercellular communication",Cell,Fascial telocyte network,superficial fascia,UBERON:0011818,Telocyte,telocyte,CL:0017004,,does,X release,extracellular vesicles (EVs),,,,Tissue,hours,"IHC of Exosomal markers (CD63, CD9, CD81)",,,CRP,C reactive protein,105848-6,,,,,,,telocyte–paracrine network interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Support paracrine communication and Ca²⁺ handling,paracrine signaling,GO:0038001,,,,,,,,,,,,,,,,,,,,"Telocytes with long telopodes form 3D networks, releasing extracellular vesicles and handling Ca²⁺ via caveolae-rich regions for intercellular communication",Cell,Fascial telocyte network,superficial fascia,UBERON:0011818,Telocyte,telocyte,CL:0017004,,does,X regulation through Y,Ca²⁺ influx / buffering / signaling ,caveolae-rich regions,,,Tissue,hours,Serum calcium,Calcium [Measurement] in Blood,109565-2,CRP,C reactive protein,105848-6,,,,,,,telocyte–paracrine network interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Support paracrine communication and Ca²⁺ handling,paracrine signaling,GO:0038001,,,,,,,,,,,,,,,,,,,,"Telocytes with long telopodes form 3D networks, releasing extracellular vesicles and handling Ca²⁺ via caveolae-rich regions for intercellular communication",Tissue,Fascial telocyte network,superficial fascia,UBERON:0011818,Fascial telocyte network,superficial fascia,UBERON:0011818,Ca²⁺,does,X communication with Y,Telocytes,adjacent cells,,juxtacrine,Tissue,hours,Serum calcium,Calcium [Measurement] in Blood,109565-2,CRP,C reactive protein,105848-6,,,,,,,telocyte–paracrine network interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Provide lubrication and regulate water content and viscoelasticity,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,,,,"Fasciacytes at loose–dense fascia transitions produce hyaluronan; regions experiencing high shear show up to 10-fold higher hyaluronan, altering water binding and friction",Cell,Loose connective tissue at shear interfaces,loose connective tissue,UBERON:0011825,Fasciacyte,connective tissue cell,CL:0002320,Mechanical shear stress,increases,X production of Y,Fasciacyte,Hyaluronan,,Intra-organ (Tissue),Tissue,weeks,Joint and fascial range of motion,,, ultrasound assessment of fascial gliding,,,,,,,,,shear–hyaluronan production interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Fascia and immunology,immune system process,GO:0002376,Modulate immune response via stored cytokines,immune response,GO:0006955,,,,,,,,,,,,,,,,,"ECM stores cytokines and growth factors such as TGF-β1, which supports interleukin production; depletion of TGF-β1 causes lethal immunopathology in models",Tissue,Fascial ECM; lymphoid tissues; immune cells,superficial fascia,UBERON:0011818,Fascial ECM; lymphoid tissues; immune cells,superficial fascia,UBERON:0011818,,does,X storage,cytokines and growth factors such as TGF-β1,,,,Systemic,days,Serum cytokine panels,,, leukocyte count,Leukocyte count or protein test was performed on CSF and test findings [CDC.CS],75196-6, immune function testing,,,,,,ECM–immune signaling interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Fascia and immunology,immune system process,GO:0002376,Modulate immune response via stored cytokines,immune response,GO:0006955,,,,,,,,,,,,,,,,,"ECM stores cytokines and growth factors such as TGF-β1, which supports interleukin production; depletion of TGF-β1 causes lethal immunopathology in models",Tissue,Fascial ECM; lymphoid tissues; immune cells,superficial fascia,UBERON:0011818,Fascial ECM; lymphoid tissues; immune cells,superficial fascia,UBERON:0011818,,does,X production,Interleukins,,,,Systemic,days,Serum cytokine panels,,, leukocyte count,Leukocyte count or protein test was performed on CSF and test findings [CDC.CS],75196-6, immune function testing,,,,,,ECM–immune signaling interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Fascia and immunology,immune system process,GO:0002376,Provide anatomical barrier and potential infection plane,,,,,,,,,,,,,,,,,,,Fascial sheets act as barriers to infection but can support rapid spread of necrotizing fasciitis along fascial planes after trauma,Tissue,Deep and superficial fascia,superficial cervical fascia,UBERON:0013489,Deep and superficial fascia,superficial cervical fascia,UBERON:0013489,,does,X generation,barriers to infection,,,,Systemic,days,CT or MRI of fascial planes,,," sepsis labs (WBC, CRP, lactate)",,,,,,,,,fascia–infection barrier interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Myofascial tonicity,,,Regulate fascial stiffness and resting myofascial tone,,,,,,,,,,,,,,,,,,,"Myofibroblasts with α-SMA stress fibers generate smooth muscle–like contractions within lumbar fascia and perimysium, contributing to resting stiffness and possible contracture",Tissue,Lumbar fascia; intramuscular perimysium,perimysium,UBERON:0011900,Myofibroblast,myofibroblast cell,CL:0000186,,does,X generation,smooth muscle–like contractions,,,,Tissue,minutes,Palpatory stiffness,,, shear-wave elastography,,, passive movement testing,,,,,,myofibroblast–fascial stiffness interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,From myofibroblast contraction to tissue contractures,myofibroblast contraction,GO:1990764,Transform fibroblasts into highly contractile myofibroblasts,myofibroblast differentiation,GO:0036446,,,,,,,,,,,,,,,,,Mechanical strain and cytokines including TGF-β1 drive fibroblasts → protomyofibroblasts → differentiated myofibroblasts expressing α-SMA and large adhesion complexes,Tissue,Stressed connective tissue,connective tissue,UBERON:0002384,Fibroblast; myofibroblast,connective tissue cell,CL:0002320,Mechanical strain ,increases,X differentiation into Y,Fibroblast,Myofibroblasts,,Intra-organ (Tissue),Tissue,days,Biopsy with α-SMA staining,,, clinical assessment of contracture range,,,,,,,,,TGF-β1–mechanical stress differentiation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,From myofibroblast contraction to tissue contractures,myofibroblast contraction,GO:1990764,Transform fibroblasts into highly contractile myofibroblasts,myofibroblast differentiation,GO:0036446,,,,,,,,,,,,,,,,,Mechanical strain and cytokines including TGF-β1 drive fibroblasts → protomyofibroblasts → differentiated myofibroblasts expressing α-SMA and large adhesion complexes,Tissue,Stressed connective tissue,connective tissue,UBERON:0002384,Fibroblast; myofibroblast,connective tissue cell,CL:0002320,TGF-β1,increases,X differentiation into Y,Fibroblast,Myofibroblasts,,Intra-organ (Tissue),Tissue,days,Biopsy with α-SMA staining,,, clinical assessment of contracture range,,,,,,,,,TGF-β1–mechanical stress differentiation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,From myofibroblast contraction to tissue contractures,myofibroblast contraction,GO:1990764,Generate active fascial contraction in response to platelet mediators,response to platelet-derived growth factor,GO:0036119,,,,,,,,,,,,,,,,,"Thromboxane raises intracellular Ca²⁺ via PLC/IP3 in myofibroblasts, inducing measurable fascial contraction",Cell,lumbar fascia,fascia,UBERON:0008982,Myofibroblast,myofibroblast cell,CL:0000186,Thromboxane,increases,X signaling,intracellular Ca²⁺,,,paracrine,Cell,minutes,TXA₂,Thromboxane alpha 2 [Mass/volume] in Serum,3011-4,Serum calcium,Calcium [Measurement] in Blood,109565-2,,,,,,,thromboxane–fascial contraction interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,From myofibroblast contraction to tissue contractures,myofibroblast contraction,GO:1990764,Generate active fascial contraction in response to platelet mediators,response to platelet-derived growth factor,GO:0036119,,,,,,,,,,,,,,,,,"Thromboxane raises intracellular Ca²⁺ via PLC/IP3 in myofibroblasts, inducing measurable fascial contraction",Tissue,lumbar fascia,fascia,UBERON:0008982,lumbar fascia,fascia,UBERON:0008982,intracellular Ca²⁺ elevation,increases,X contraction,Fascia,,,intracellular,Tissue,minutes,Serum calcium,Calcium [Measurement] in Blood,109565-2,,,,,,,,,,thromboxane–fascial contraction interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,From myofibroblast contraction to tissue contractures,myofibroblast contraction,GO:1990764,Produce long-term tissue contractures through incremental remodeling,tissue remodeling,GO:0048771,,,,,,,,,,,,,,,,,"Repeated small myofibroblast contractions over hours and days remodel collagen networks, stabilizing shortened matrix and generating chronic tissue contracture",Cell,Collagen matrix in fascia,fascia,UBERON:0008982,Myofibroblast,myofibroblast cell,CL:0000186,,does,X remodeling of Y,myofibroblast contractions,collagen networks,,,Tissue,years,Serial range-of-motion testing,,, contracture imaging,,, functional tests,,,,,,myofibroblast–contracture remodeling interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,From myofibroblast contraction to tissue contractures,myofibroblast contraction,GO:1990764,Densify collagen lattice during fibroblast migration,fibroblast migration,GO:0010761,,,,,,,,,,,,,,,,,"Migrating fibroblasts pull on 3D collagen lattices, leaving behind regions of denser collagen",Cell,3D collagen lattice in connective tissue,connective tissue,UBERON:0002384,Fibroblast,collagen secreting cell,CL:0000667,,does,X traction of Y,Fibroblast,collagen lattices,,,Tissue,hours,Histological assessment of collagen density,,, stiffness palpation,,,,,,,,,fibroblast–lattice densification interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Modulators of fascial contractility,,,Increase fascial stiffness in proinflammatory milieu,positive regulation of extracellular matrix organization,GO:1903055,,,,,,,,,,,,,,,,,"Proinflammatory biochemical conditions, including chronic arachidonic acid pathway activation, enhance myofibroblast activity and raise fascial stiffness",Cell,Fascial ECM,fascia,UBERON:0008982,Myofibroblast,myofibroblast cell,CL:0000186,Proinflammatory cytokines and  arachidonic acid pathway activation,increases,X activation,Myofibroblast,,,paracrine,Tissue,weeks,"Inflammatory markers (CRP, ESR)",,, palpation of fascial rigidity,,,,,,,,,inflammation–fascial stiffness interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Modulators of fascial contractility,,,Increase fascial stiffness in proinflammatory milieu,positive regulation of extracellular matrix organization,GO:1903055,,,,,,,,,,,,,,,,,"Proinflammatory biochemical conditions, including chronic arachidonic acid pathway activation, enhance myofibroblast activity and raise fascial stiffness",Tissue,Fascial tissue,fascia,UBERON:0008982,Fascial tissue,superficial fascia,UBERON:0011818,Proinflammatory cytokines and  arachidonic acid pathway activation,increases,X stiffness,fascial ,,,paracrine,Tissue,weeks,"Inflammatory markers (CRP, ESR)",,, palpation of fascial rigidity,,,,,,,,,inflammation–fascial stiffness interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Modulators of fascial contractility,,,Potentially relax myofibroblast tone via gaseous messenger,myofibroblast differentiation,GO:0036446,,,,,,,,,,,,,,,,,"Nitric oxide, produced from arginine, relaxes smooth muscle and is proposed to similarly reduce myofibroblast contractility and fascial stiffness",Cell,Fascial ECM,fascia,UBERON:0008982,Myofibroblast,myofibroblast cell,CL:0000186,Nitric oxide,decreases,X contraction,Myofibroblast,,,paracrine,Tissue,minutes,Vascular reactivity tests,,, indirect assessment via perceived tone changes,,,,,,,,,nitric oxide–fascial relaxation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Modulators of fascial contractility,,,Potentially relax myofibroblast tone via gaseous messenger,myofibroblast differentiation,GO:0036446,,,,,,,,,,,,,,,,,"Nitric oxide, produced from arginine, relaxes smooth muscle and is proposed to similarly reduce myofibroblast contractility and fascial stiffness",Tissue,Fascial tissue,fascia,UBERON:0008982,Fascial tissue,superficial fascia,UBERON:0011818,Nitric oxide,decreases,X stiffness,fascial ,,,paracrine,Tissue,minutes,Vascular reactivity tests,,, indirect assessment via perceived tone changes,,,,,,,,,nitric oxide–fascial relaxation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Interaction with the autonomic nervous system,autonomic nervous system development,GO:0048483,Link sympathetic activation to fascial contractility,,,,,,,,,,,,,,,,,,,"Sympathetic activation modifies TGF-β1 expression, which stimulates myofibroblast contraction and increases fascial stiffness",Organ system,Fascial ECM; lymph nodes; autonomic pathways,fascia,UBERON:0008982,Myofibroblast; immune cell; sympathetic neuron,sympathetic neuron,CL:0011103,Sympathetic activation,increases,X modulation of Y,TGF-β1,myofibroblast contraction and fascial stiffness,,systemic,Systemic,hours,Heart rate variability,R-R interval.standard deviation (Heart rate variability),80404-7, stress questionnaires,,, palpatory fascial tone,,,,,,ANS–fascial contractility interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
Dynamic Regulation of Fascial Tonicity and Structural Organization by Resident Cellular Mechanisms,connective tissue development,GO:0061448,Interaction with the autonomic nervous system,autonomic nervous system development,GO:0048483,Link sympathetic activation to fascial contractility,,,,,,,,,,,,,,,,,,,Sympathetic shifts may also lower pH and enhance contraction,Organ system,Fascial ECM; lymph nodes; autonomic pathways,fascia,UBERON:0008982,Myofibroblast; immune cell; sympathetic neuron,sympathetic neuron,CL:0011103,Sympathetic shifts ,increases,X induction,lower pH and enhance contraction,,,systemic,Systemic,hours,Heart rate variability,R-R interval.standard deviation (Heart rate variability),80404-7, stress questionnaires,,, palpatory fascial tone,,,,,,ANS–fascial contractility interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.2,,,,,,,,,
