Whole Person Physiome Table for Endocrine System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jacob C. Scherba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0001-8187-0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,9/23/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.).",,,,,"Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","List anatomical structures involved in the physiological function as a hierarchy, starting with an organ in Structure/1, part of an organ in Structure/2, and smaller sub-parts in subsequent columns. Add more columns if needed. For the LABEL and ID columns, use UBERON if possible or FMA as an alternative ontology.",,,,,,,,,,,,,,,,,,,,,,,,OPTIONAL: Cell (with ID if possible) to specify certain tissues or cell types within the anatomical structure,,,,,,"OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"DO NOT FILL THIS OUT YET. These columns will list body states or conditions that change the physiological process. (e.g., ""fed"", ""fasted"")",,"DO NOT FILL THIS OUT YET. These columns will indicate the changes that occur during the corresponding body states. (e.g., ""increase"", ""decrease"")",,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,Process triple,Process Logic,Process Logic,,TimeScale,Structure/1,Structure/1/LABEL,Structure/1/ID,Structure/2,Structure/2/LABEL,Structure/2/ID,Structure/3,Structure/3/LABEL,Structure/3/ID,Structure/4,Structure/4/LABEL,Structure/4/ID,Structure/5,Structure/5/LABEL,Structure/5/ID,Structure/6,Structure/6/LABEL,Structure/6/ID,Structure/7,Structure/7/LABEL,Structure/7/ID,Structure/8,Structure/8/LABEL,Structure/8/ID,Cell/1,Cell/1/LABEL,Cell/1/ID,Cell/2,Cell/2/LABEL,Cell/2/ID,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,State/1,State/2,Regulation/1,Regulation/2,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,sexual development,development of primary sexual characteristics ,GO:0045137,androgen production,androgen secretion,GO:0035935,DHEA production,dehydroepiandrosterone secretion,GO:0035942,,,,,,,,,,,DHEA is a testosterone and estrogen precursor; elevated in adrenarche,,,,,hours,adrenal gland,adrenal gland,UBERON:0002369,cortex,adrenal cortex,UBERON:0001235,zona reticularis,zona reticularis of adrenal gland,UBERON:0002055,,,,,,,,,,,,,,,,,,,,,,plasma DHEA,,2193-1,,,,,,,,,,hpa axis,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,sexual development,development of secondary sexual characteristics ,GO:0045136,androgen production,androgen secretion,GO:0035935,DHEA production,dehydroepiandrosterone secretion,GO:0035942,,,,,,,,,,,DHEA is a testosterone and estrogen precursor; elevated in adrenarche,,,,,hours,adrenal gland,adrenal gland,UBERON:0002369,cortex,adrenal cortex,UBERON:0001235,zona reticularis,zona reticularis of adrenal gland,UBERON:0002055,,,,,,,,,,,,,,,,,,,,,,plasma DHEA,,2193-1,,,,,,,,,,hpa axis,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,epinephrine production,epinephrine secretion,GO:0048242,,,,,,,,,,,"epinephrine increases heart rate, blood pressure via alpha and beta adrenergic agonism; acts as neurotransmitter",chromaffin cell SECRETES epinephrine,IF epinephrine IS HIGH -> INCREASE vasoconstriction,,,"hours, seconds",adrenal gland,adrenal gland,UBERON:0002369,medulla,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,,,,,,,chromaffin cells,chromaffin cell,CL:0000166,,,,,,,,,,,,,,,,adrenergic signaling,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,epinephrine production,epinephrine secretion,GO:0048242,,,,,,,,,,,,,IF epinephrine IS HIGH -> INCREASE blood pressure,,,"hours, seconds",adrenal gland,adrenal gland,UBERON:0002369,medulla,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,,,,,,,chromaffin cells,chromaffin cell,CL:0000166,,,,,,,,,,,,,,,,adrenergic signaling,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,norepinephrine production,norepinephrine secretion,GO:0048243,,,,,,,,,,,norepinephrine increases vascular tone via alpha adrenergic agonism,chromaffin cell SECRETES norepinephrine,IF norepinephrine IS HIGH -> INCREASE vasoconstriction,,,"hours, seconds",adrenal gland,adrenal gland,UBERON:0002369,medulla,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,,,,,,,chromaffin cells,chromaffin cell,CL:0000166,,,,,,,,,,,,,,,,adrenergic signaling,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,norepinephrine production,norepinephrine secretion,GO:0048243,,,,,,,,,,,,,IF norepinephrine IS HIGH -> INCREASE blood pressure,,,"hours, seconds",adrenal gland,adrenal gland,UBERON:0002369,medulla,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,,,,,,,chromaffin cells,chromaffin cell,CL:0000166,,,,,,,,,,,,,,,,adrenergic signaling,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,catecholamine synthesis,catecholamine secretion,GO:0050432,dopamine production,dopamine secretion,GO:0014046,,,,,,,,,,,modulates vascular tone and cardiac contractility via D1 and D2 receptors; involved in mood regulation,chromaffin cell SECRETES dopamine,IF dopamine IS LOW -> DECREASE vasoconstriction,IF dopamine IS HIGH -> INCREASE vasoconstriction,,"hours, seconds",adrenal gland,adrenal gland,UBERON:0002369,medulla,adrenal medulla,UBERON:0001236,,,,,,,,,,,,,,,,,,,chromaffin cells,chromaffin cell,CL:0000166,,,,,,,,,,,,,,,,reward circuitry,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,6,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,oxytocin production,oxytocin production,GO:0036162,,,,,,,,,,,,,,,,,oxytocin is synthesized in the hypothalamus to promote milk ejection and uterine contraction,magnocellular neuron SECRETES oxytocin,,,,minutes,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,magnocellular neurons,magnocellular neurosecretory cell,CL:0011003,,,,,,,,,,,,,,,,uterine contraction,,,lactation,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,oxytocin release,oxytocin production,GO:0036162,,,,,,,,,,,,,,,,,oxytocin is released from the posterior pituitary to promote milk ejection and uterine contraction,posterior pituitary SECRETES oxytocin,IF oxytocin IS HIGH -> INCREASE mammary milk letdown,,,seconds,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,,,,,,,,plasma oxytocin,,35415-9,,,,,,,,,,uterine contraction,,,lactation,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,oxytocin release,oxytocin production,GO:0036162,,,,,,,,,,,,,,,,,,,IF oxytocin IS HIGH -> INCREASE uterine smooth muscle contraction,,,seconds,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,,,,,,,,plasma oxytocin,,35415-9,,,,,,,,,,uterine contraction,,,lactation,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression production,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,vasopressin is synthesized in the hypothalamus to promote fluid and sodium reabsorption,magnocellular neuron SECRETES vasopressin,,,,minutes,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,magnocellular neurons,magnocellular neurosecretory cell,CL:0011003,,,,,,,,,,,,,,,,renal fluid retention,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression release,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,vasopressin is released from the posterior pituitary to promote fluid and sodium reabsorption,posterior pituitary SECRETES vasopressin,IF vasopressin IS HIGH -> INCREASE water reabsorption,,,seconds,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,,,,,,,,plasma vasopressin,,3126-0,,,,,,,,,,renal fluid retention,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression release,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,,,IF vasopressin IS HIGH -> INCREASE renal sodium resorption,,,seconds,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,,,,,,,,plasma vasopressin,,3126-0,,,,,,,,,,renal fluid retention,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,fluid and electrolyte homeostasis,multicellular organismal-level water homeostasis,GO:0050891,argininine vasopression release,vasopressin secretion,GO:0030103,,,,,,,,,,,,,,,,IF vasopressin IS HIGH -> INCREASE blood pressure,,,seconds,pituitary gland,pituitary gland,UBERON:0000007,posterior pituitary,neurohypophysis,UBERON:0002198,,,,,,,,,,,,,,,,,,,,,,,,,plasma vasopressin,,3126-0,,,,,,,,,,renal fluid retention,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,endocrine autoregulation,regulation of endocrine process,GO:0044060,anterior pituitary inhibition,,,somatostatin production,somatostatin secretion,GO:0070253,,,,,,,,,,,parvicellular neurons release somatostatin and dopamine to inhibit the anterior pituitary,parvicellular neuron SECRETES somatostatin,IF somatostatin IS HIGH -> DECREASE [anterior pituitary hormones] secretion,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,anterior pituitary function,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,endocrine autoregulation,regulation of endocrine process,GO:0044060,anterior pituitary inhibition,,,somatostatin production,somatostatin secretion,GO:0070253,,,,,,,,,,,,parvicellular neuron SECRETES dopamine,IF dopamine IS HIGH -> DECREASE [anterior pituitary hormones] secretion,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,anterior pituitary function,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,corticotropin releasing hormone release,corticotropin-releasing hormone secretion,GO:0043396,,,,,,,,,,,,,,CRH stimulates ACTH release from the anterior pituitary; released into hypophyseal portal circulation,parvicellular neuron SECRETES crh,IF crh IS HIGH -> INCREASE acth secretion,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,ACTH release,,,glucocorticoid release,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone releasing hormone release,growth hormone-releasing hormone activity,GO:0016608,,,,,,,,,,,,,,GHRH simulates GH secretion from the anterior pituitary; released into hypophyseal portal circulation,parvicellular neuron SECRETES ghrh,IF ghrh IS HIGH -> INCREASE gh secretion,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,growth hormone release,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,thyroid hormone regulation,regulation of thyroid hormone generation,GO:2000609,thyrotropin releasing hormone release,thyrotropin-releasing hormone activity,GO:0008437,,,,,,,,,,,,,,TRH is secreted into hypophyseal portal circulation,parvicellular neuron SECRETES trh,IF trh IS HIGH -> INCREASE thyroid hormone secretion,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,plasma TRH,,3018-9,,,,,,,,,,thyroid hormone release,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,dopamine release,dopamine secretion,GO:0014046,,,,,,,,,,,,,,,,,hypothalamic dopamine inhibits prolactin secretion from the anterior pituitary via release into hypophyseal portal circulation,parvicelular neuron SECRETES dopamine,IF dopamine IS HIGH -> DECREASE prolactin secretion,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,plasma dopamine,,14703-3,,,,,,,,,,renal natriuresis,,,prolactin release,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone releasing hormone production,gonadotropin hormone-releasing hormone activity,GO:0005183,,,,,,,,,,,,,,,,,GnRH stimulates LH and FSH release from the anterior pituitary,parvicellular neuron SECRETES gnrh,IF gnrh IS HIGH -> INCREASE lh secretion,,,minutes,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone releasing hormone production,gonadotropin hormone-releasing hormone activity,GO:0005183,,,,,,,,,,,,,,,,,,,IF gnrh IS HIGH -> INCREASE fsh secretion,,,minutes,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone releasing hormone release,gonadotropin hormone-releasing hormone activity,GO:0005183,,,,,,,,,,,,,,,,,GnRH is released in a pulsatile manner,,gnrh release pattern = sinusoidal,,,seconds,hypothalamus,hypothalamus,UBERON:0001898,paraventricular nucleus,paraventricular nucleus of hypothalamus,UBERON:0001930,,,,,,,,,,,,,,,,,,,parvocellular neurons,parvocellular neurosecretory cell,CL:1001505,,,,,,,,,,,,,,,,luteinizing hormone release,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone production,luteinizing hormone secretion,GO:0032275,,,,,,,,,,,,,,,,,LH triggers ovulation in females and testosterone production in males,anterior pituitary SECRETES luteinizing hormone,IF lh IS HIGH AND (sex = FEMALE) -> START ovulation,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone production,luteinizing hormone secretion,GO:0032275,,,,,,,,,,,,,,,,,,,IF lh IS HIGH AND (sex = MALE) -> INCREASE testosterone secretion,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,luteinizing hormone release,luteinizing hormone secretion,GO:0032275,,,,,,,,,,,,,,,,,LH is released in a pulsatile manner; triggers ovulation in females and testosterone production in males,,luteinizing hormone release pattern = sinusoidal,,,seconds,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,plasma LH,,10501-5,,,,,,,,,,ovulation,,,testosterone synthesis,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,adrenocorticotropin hormone production,corticotropin secretion,GO:0051458,,,,,,,,,,,,,,ACTH stimulates adrenal cortisol and corticosteroid production,anterior pituitary SECRETES acth,IF acth IS LOW -> DECREASE cortisol secretion,IF acth IS HIGH -> INCREASE cortisol secretion,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,homeostasis,homeostatic process,GO:0042592,stress response,response to stress,GO:0006950,adrenocorticotropin hormone release,corticotropin secretion,GO:0051458,,,,,,,,,,,,,,ACTH is secreted into peripheral circulation in response to CRH,hypothalamus SECRETES crh,IF crh IS LOW -> DECREASE acth secretion,IF crh IS HIGH -> INCREASE acth secretion,,seconds,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,plasma ACTH,,2141-0,,,,,,,,,,cortisol release,,,androgen release,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,reproductive function,reproductive process,GO:0022414,development of secondary female sexual characteristics,development of secondary female sexual characteristics,GO:0046543,breast tissue development,mammary gland epithelium development,GO:0061180,prolactin release,prolactin secretion,GO:0070459,,,,,,,,,,,prolactin promotes breast tissue development and lactation,anterior pituitary SECRETES prolactin,,IF prolaction IS HIGH -> INCREASE female secondary sexual characteristic development,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,plasma prolactin,,2842-3,,,,,,,,,,breastmilk production,,,pregnancy,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,"GH stimulates growth, lipolysis, and hepatic IGF-1 production",anterior pituitary SECRETES growth hormone,IF growth hormone IS HIGH -> INCREASE postive regulation of developmental growth,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,,,IF growth hormone IS HIGH -> INCREASE lipolysis,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
endocrine system,endocrine process,GO:0050886,growth and development,developmental growth,GO:0048589,growth stimulation,positive regulation of developmental growth,GO:0048639,growth hormone production,growth hormone secretion,GO:0030252,,,,,,,,,,,,,,,,IF growth hormone IS HIGH -> INCREASE igf1 secretion,,,minutes,pituitary gland,pituitary gland,UBERON:0000007,anterior pituitary,adenohypophysis,UBERON:0002196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endocrine Physiology, 6th Edition (2023)",ISBN: 9781264278459,2,,,,,,,,,
