organ,id,cf_asctb_type,label
bone_marrow,CL:0000909,CT,CD8 T cell memory
bone_marrow,HGNC:16647,B (gene),CXCR6
bone_marrow,HGNC:9360,B (gene),PRF1
bone_marrow,HGNC:6134,B (gene),ITGA1
bone_marrow,CL:0000913,CT,CD8 T cell effector memory
bone_marrow,HGNC:10627,B (gene),CCL3
bone_marrow,HGNC:10630,B (gene),CCL4
bone_marrow,HGNC:24961,B (gene),HOPX
bone_marrow,CL:0001062,CT,CD8 T cell effector memory CD45RA
bone_marrow,HGNC:7830,B (gene),NKG7
bone_marrow,HGNC:4414,B (gene),GNLY
bone_marrow,HGNC:5411,B (gene),IFIT3
bone_marrow,HGNC:6378,B (gene),KLRD1
bone_marrow,HGNC:10632,B (gene),CCL5
bone_marrow,HGNC:1706,B (protein),CD8+
bone_marrow,HGNC:11922,B (protein),CD27+/-
bone_marrow,HGNC:9666,B (protein),CD45RA+/-
bone_marrow,HGNC:10720,B (protein),CD62L+/-
bone_marrow,HGNC:1608,B (protein),CCR7+/-
bone_marrow,CL:0000625,CT,mature CD8 T cell
bone_marrow,HGNC:4710,B (gene),GZMH
bone_marrow,HGNC:16830,B (gene),IL32
bone_marrow,HGNC:1706,B (gene),CD8A
bone_marrow,HGNC:3068,B (gene),DUSP2
bone_marrow,HGNC:6380,B (gene),KLRG1
bone_marrow,HGNC:12276,B (gene),TRGC2
bone_marrow,HGNC:4711,B (gene),GZMK
bone_marrow,HGNC:7315,B (protein),CD20-
bone_marrow,HGNC:7656,B (protein),CD56hi
bone_marrow,CL:0000814,CT,NK lymphocyte
bone_marrow,CL:0000938,CT,CD56 bright Natural Killer
bone_marrow,HGNC:12253,B (gene),TRDC
bone_marrow,HGNC:6373,B (gene),KLRB1
bone_marrow,HGNC:2064,B (gene),CLIC3
bone_marrow,HGNC:2479,B (gene),CST7
bone_marrow,HGNC:10645,B (gene),XCL1
bone_marrow,HGNC:921,B (protein),CD57+/-
bone_marrow,CL:0000824,CT,mature Natural killer
bone_marrow,HGNC:4708,B (gene),GZMA
bone_marrow,HGNC:1678,B (protein),CD4+/-
bone_marrow,HGNC:1706,B (protein),CD8+/-
bone_marrow,HGNC:6008,B (protein),CD25+
bone_marrow,HGNC:6106,B (protein),FOXP3+
bone_marrow,HGNC:2505,B (protein),CTLA4+
bone_marrow,CL:0000815,CT,T regulatory
bone_marrow,HGNC:6106,B (gene),FOXP3
bone_marrow,HGNC:11910,B (gene),TNFRSF25
bone_marrow,HGNC:26838,B (gene),TIGIT
bone_marrow,HGNC:1607,B (gene),CCR6
bone_marrow,HGNC:11918,B (gene),TNFRSF4
eye,UBERON:0000970,AS,eye
eye,UBERON:0001775,AS,ciliary body
eye,UBERON:0001778,AS,ciliary epithelium
eye,CL:0002304,CT,non-pigmented ciliary epithelial cell
eye,HGNC:633,B (protein),aquaporin 1
eye,HGNC:637,B (protein),Aquaporin 4
eye,HGNC:800,B (protein),Na/K ATPasea2
eye,CL:0002303,CT,pigmented ciliary epithelial cell
eye,HGNC:799,B (protein),ATPase Na+/K+ transporting subunit alpha 1
eye,UBERON:0001605,AS,ciliary muscle
eye,HGNC:130,B (protein),alpha smooth muscle actin
eye,UBERON:0001811,AS,conjunctiva
eye,UBERON:0006763,AS,conjuctival epithelium
eye,ASCTB-TEMP:keratin-k5-k14,B (protein),keratin K5/K14
eye,HGNC:3350,B (protein),α-enolase
eye,HGNC:1748,B (protein),E-cadherin
eye,HGNC:2514,B (protein),β-catenin
eye,HGNC:6137,B (protein),Integrin α2
eye,HGNC:6139,B (protein),Integrin α3
eye,HGNC:6142,B (protein),Integrin α6
eye,HGNC:6150,B (protein),Integrin αv
eye,HGNC:6153,B (protein),Integrin β1
eye,HGNC:6155,B (protein),Integrin β2
eye,HGNC:6158,B (protein),Integrin β4
eye,HGNC:6160,B (protein),Integrin β5
eye,UBERON:0000964,AS,Cornea
eye,UBERON:0001985,AS,corneal endothelium
eye,CL:0000132,CT,corneal endothelial cell
eye,HGNC:1759,B (protein),N-cadherin
eye,UBERON:0003952,AS,anterior stroma of cornea
eye,CL:0002363,CT,keratocyte
eye,HGNC:8803,B (protein),PDGFRa
eye,CL:0017004,CT,telocyte
eye,UBERON:0001772,AS,corneal epithelium
eye,CL:0000575,CT,corneal epithelial cell
eye,HGNC:6440,B (protein),cytokeratin 3
eye,HGNC:6414,B (protein),cytokeratin 12
eye,HGNC:7756,B (protein),nestin
eye,HGNC:4274,B (protein),connexin 43
eye,UBERON:0000941,AS,optic nerve
eye,CL:0000125,CT,glial cell
eye,UBERON:0035966,AS,scleral lamina cribrosa
eye,UBERON:0001773,AS,sclera
eye,UBERON:0003902,AS,retinal neural layer
eye,UBERON:0034713,AS,nerve bundle
eye,UBERON:0006136,AS,unmyelinated nerve bundles
eye,UBERON:0001769,AS,iris
eye,UBERON:0002506,AS,iris epithelium
eye,CL:0000066,CT,epithelial cell
eye,CL:0002565,CT,iris pigment epithelial cell
eye,UBERON:0002276,AS,lamina of spiral limbus
eye,UBERON:0006761,AS,corneoscleral limbus
eye,UBERON:0000482,AS,basal epithelium
eye,CL:0000036,CT,epithelial fate stem cell
eye,ASCTB-TEMP:limbal-stem-cells,CT,limbal stem cells
eye,ASCTB-TEMP:keratin-k3-k12,B (protein),keratin K3/K12
eye,HGNC:6436,B (protein),keratin 19
eye,HGNC:12692,B (protein),vimentin
eye,ASCTB-TEMP:metallothionein,B (protein),Metallothionein
eye,HGNC:15979,B (protein),p63
eye,HGNC:4274,B (protein),Connexin 43
eye,UBERON:0000965,AS,lens
eye,UBERON:0002444,AS,lens Fibers
eye,CL:0011004,CT,lens fiber cell
eye,CL:0002228,CT,primary lens fiber
eye,HGNC:1041,B (protein),Phakinin
eye,UBERON:0001803,AS,epithelial layer
eye,CL:0002224,CT,lens epithelial cell
eye,HGNC:7103,B (protein),Aquaporin 0
eye,UBERON:0000390,AS,Embryonic nucleus
eye,UBERON:0000390,AS,Juvenile nucleus
eye,UBERON:0000390,AS,Fetal nucleus
eye,CL:0002225,CT,mature fiber cell
eye,HGNC:17494,B (protein),connexin 46
eye,UBERON:0000390,AS,Adult nucleus
eye,UBERON:0000389,AS,cortex
eye,ASCTB-TEMP:inner-cortex,AS,Inner cortex
eye,ASCTB-TEMP:outer-cortex,AS,Outer cortex
eye,UBERON:0000389,AS,lens Cortex
eye,UBERON:0002444,AS,lens Fiber
eye,UBERON:0006762,AS,ciliary zonules
eye,HGNC:3603,B (protein),Fibrillin 1
eye,HGNC:6440,B (protein),Fibrillin-2
eye,HGNC:18794,B (protein),Fibrillin-3
eye,HGNC:6715,B (protein),latent transforming growth factor beta binding protein 2
eye,HGNC:7033,B (protein),Microfibril associated protein 2
eye,HGNC:19880,B (protein),Elastin microfibril interface located protein-1
eye,UBERON:0001783,AS,optic nerve head
eye,UBERON:0000966,AS,retina
eye,UBERON:0001791,AS,inner nuclear layer
eye,CL:0000540,CT,Neuron
eye,CL:0000099,CT,Interneuron
eye,CL:0000561,CT,Amacrine Cell
eye,HGNC:11742,B (gene),TFAP2A
eye,HGNC:11743,B (gene),TFAP2B
eye,HGNC:11744,B (gene),TFAP2C
eye,HGNC:4092,B (gene),GAD1
eye,HGNC:4093,B (gene),GAD2
eye,HGNC:11056,B (gene),SLC6A9
eye,HGNC:24182,B (gene),C1QL1
eye,HGNC:24181,B (gene),C1QL2
eye,HGNC:1434,B (protein),calbindin 1
eye,HGNC:16941,B (protein),secretagogin
eye,HGNC:4092,B (protein),glutamate decarboxylase 1
eye,CL:0000561,CT,Amacrine cell
eye,HGNC:4093,B (protein),glutamic acid decarboxylase 65
eye,HGNC:10575,B (protein),secretogranin II
eye,HGNC:11782,B (protein),TH
eye,HGNC:11329,B (protein),SST
eye,HGNC:1912,B (protein),CHAT
eye,HGNC:9726,B (protein),PYGM
eye,HGNC:12693,B (protein),vasoactive intestinal polypeptide
eye,HGNC:16941,B (protein),"secretagogin, EF-hand calcium binding protein"
eye,HGNC:7955,B (protein),neuropeptide Y
eye,HGNC:11526,B (protein),tachykinin receptor 1
eye,HGNC:11528,B (protein),tachykinin receptor 3
eye,HGNC:24323,B (protein),Cocaine- and amphetamine-regulated transcript protein
eye,HGNC:11510,B (protein),SYT2
eye,HGNC:1435,B (protein),calbindin 2
eye,HGNC:20151,B (protein),Vesicular glutamate transporter 3
eye,HGNC:9704,B (protein),parvalbumin
eye,HGNC:21637,B (protein),SATB2
eye,HGNC:19087,B (protein),EBF3
eye,HGNC:9723,B (protein),glycogen phosphorylase B
eye,HGNC:787,B (protein),nitric oxide synthase
eye,HGNC:9723,B (protein),glycogen phosphorylase
eye,HGNC:1569,B (protein),cholecystokinin
eye,HGNC:1435,B (protein),Calretinin
eye,HGNC:1912,B (protein),choline O-acetyltransferase
eye,CL:0000748,CT,Bipolar Cell
eye,HGNC:1975,B (gene),VSX2
eye,HGNC:12723,B (gene),VSX1
eye,HGNC:13714,B (gene),CABP5
eye,HGNC:8522,B (gene),OTX2
eye,HGNC:4598,B (gene),GRM6
eye,HGNC:9393,B (gene),PRKCA
eye,HGNC:7146,B (gene),TRPM1
eye,HGNC:4579,B (gene),GRIK1
eye,HGNC:1975,B (protein),visual system homeobox 2
eye,HGNC:4389,B (protein),G protein subunit alpha o1
eye,HGNC:6132,B (protein),Islet-1
eye,HGNC:9937,B (protein),recoverin
eye,CL:0000748,CT,Bipolar cell
eye,CL:0000749,CT,ON Bipolar cell
eye,HGNC:1569,B (protein),Cholecystokinin
eye,CL:0000750,CT,OFF Bipolar cell
eye,HGNC:16941,B (protein),Secretagogin
eye,HGNC:10940,B (protein),solute carrier family 1 member 2
eye,HGNC:1384,B (protein),calcium binding protein 1
eye,HGNC:4845,B (protein),HCN1
eye,HGNC:10585,B (protein),sodium voltage-gated channel alpha subunit 1
eye,HGNC:1394,B (protein),calcium voltage-gated channel subunit alpha1 G
eye,HGNC:9393,B (protein),protein kinase C alpha
eye,HGNC:4845,B (protein),hyperpolarization activated cyclic nucleotide gated potassium channel 1
eye,HGNC:9937,B (protein),Recoverin
eye,HGNC:26483,B (protein),glycosyltransferase 1 domain containing 1
eye,HGNC:4400,B (protein),Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3
eye,UBERON:0002203,AS,vasculature of eye
eye,UBERON:0001776,AS,optic choroid
eye,UBERON:0005336,AS,Choriocapillaris
eye,HGNC:13635,B (protein),PLVAP
eye,HGNC:1375,B (protein),Carbonic anhydrase 4
eye,UBERON:0001789,AS,outer nuclear layer
eye,CL:0000287,CT,photoreceptor
eye,CL:0000573,CT,retinal cone cell
eye,HGNC:710,B (gene),ARR3
eye,HGNC:9937,B (gene),RCVRN
eye,HGNC:4394,B (gene),GNAT2
eye,HGNC:4412,B (gene),GNGT2
eye,HGNC:9936,B (gene),OPN1LW
eye,HGNC:8790,B (gene),PDE6H
eye,HGNC:4678,B (gene),GUCA1A
eye,HGNC:1012,B (gene),OPN1SW
eye,HGNC:4206,B (gene),OPN1MW
eye,HGNC:710,B (protein),Arrestin-C
eye,HGNC:8759,B (protein),phosducin
eye,HGNC:1012,B (protein),"opsin 1, short wave sensitive"
eye,HGNC:9936,B (protein),"opsin 1, long wave sensitive"
eye,HGNC:4206,B (protein),"opsin 1, medium wave sensitive"
eye,UBERON:0004864,AS,vasculature
eye,CL:0002585,CT,Endothelial Cell
eye,HGNC:2047,B (gene),CLDN5
eye,HGNC:5476,B (gene),IGFBP7
eye,HGNC:2202,B (gene),COL4A1
eye,UBERON:0001792,AS,retinal ganglion cell layer
eye,CL:0000740,CT,Ganglion cell
eye,CL:4023188,CT,Midget cell
eye,CL:4023189,CT,Parasol cell
eye,HGNC:19097,B (gene),RBPMS
eye,HGNC:9218,B (gene),POU4F1
eye,HGNC:11801,B (gene),THY1
eye,HGNC:16703,B (gene),SLC17A6
eye,HGNC:7739,B (gene),NEFL
eye,HGNC:7734,B (gene),NEFM
eye,HGNC:9219,B (gene),POU4F2
eye,HGNC:9220,B (gene),POU4F3
eye,HGNC:11141,B (gene),SNCG
eye,HGNC:20778,B (protein),tubulin
eye,HGNC:14449,B (protein),melanopsin
eye,HGNC:11801,B (protein),Thy-1 cell surface antigen
eye,HGNC:19097,B (protein),"RNA binding protein, mRNA processing factor"
eye,CL:0000745,CT,Horizontal Cell
eye,HGNC:6593,B (gene),LHX1
eye,HGNC:8138,B (gene),ONECUT1
eye,HGNC:1434,B (gene),CALB1
eye,HGNC:8139,B (gene),ONECUT2
eye,CL:0000129,CT,microglial cell
eye,HGNC:352,B (protein),allograft inflammatory factor 1
eye,CL:0000636,CT,Muller glia
eye,HGNC:10024,B (gene),RLBP1
eye,HGNC:4341,B (gene),GLUL
eye,HGNC:613,B (gene),APOE
eye,HGNC:2338,B (gene),CRABP1
eye,HGNC:2095,B (gene),CLU
eye,HGNC:10941,B (gene),SLC1A3
eye,HGNC:2893,B (gene),DKK3
eye,HGNC:2418,B (gene),CRYM
eye,HGNC:10024,B (protein),cellular retinaldehyde-binding protein
eye,HGNC:4235,B (protein),GFAP
eye,HGNC:10024,B (protein),retinaldehyde binding protein 1
eye,CL:0008034,CT,Mural Cell
eye,CL:0000669,CT,Pericyte
eye,ASCTB-TEMP:rgc5,B (gene),RGC5
eye,HGNC:7060,B (gene),MGP
eye,HGNC:6269,B (gene),KCNJ8
eye,HGNC:15754,B (gene),MYL9
eye,CL:0000287,CT,Photoreceptor
eye,CL:0000604,CT,retinal rod cell
eye,HGNC:10012,B (gene),RHO
eye,HGNC:8759,B (gene),PDC
eye,HGNC:8002,B (gene),NRL
eye,HGNC:10521,B (gene),SAG
eye,HGNC:4393,B (gene),GNAT1
eye,HGNC:4411,B (gene),GNGT1
eye,HGNC:7974,B (gene),NR2E3
eye,HGNC:4396,B (gene),GNB1
eye,HGNC:10012,B (protein),rhodopsin
eye,UBERON:0001782,AS,retinal pigmented epithelium
eye,CL:0002586,CT,retinal pigmented epithelial cell
eye,HGNC:10294,B (protein),RPE65
eye,HGNC:12691,B (protein),ezrin
eye,HGNC:8823,B (protein),CD31
eye,HGNC:1662P28906,B (protein),CD34
eye,UBERON:0000054,AS,macula
eye,UBERON:0018107,AS,foveola of retina
fallopian_tube,UBERON:0003889,AS,Fallopian tube
fallopian_tube,ASCTB-TEMP:intramural-segment-of-fallopian-tube,AS,intramural segment of Fallopian tube
fallopian_tube,ASCTB-TEMP:fluid-of-fallopian-tube-intramural-segment,AS,fluid of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:lamina-propria-of-fallopian-tube-intramural-segment,AS,lamina propria of Fallopian tube intramural segment
fallopian_tube,CL:0000057,CT,Fibroblast
fallopian_tube,HGNC:2705,B (gene),DCN
fallopian_tube,CL:0008019,CT,mesenchymal cell
fallopian_tube,ASCTB-TEMP:fibroblast-mesenchymal-cell,CT,fibroblast-mesenchymal cell
fallopian_tube,HGNC:3349,B (protein),ENG
fallopian_tube,HGNC:8021,B (protein),NT5E
fallopian_tube,HGNC:11801,B (protein),THY1
fallopian_tube,CL:0000235,CT,macrophage
fallopian_tube,HGNC:6740,B (gene),LYZ
fallopian_tube,HGNC:1631,B (protein),CD163
fallopian_tube,CL:0000625,CT,CD8+ T-cells
fallopian_tube,HGNC:1674,B (gene),CD3E
fallopian_tube,CL:0000623,CT,Natural killer cell
fallopian_tube,HGNC:6374,B (gene),KLRC1
fallopian_tube,HGNC:7656,B (protein),CD56
fallopian_tube,CL:0000624,CT,CD4+ T-cell
fallopian_tube,CL:0000453,CT,Langerhans cell
fallopian_tube,HGNC:17935,B (protein),CD207
fallopian_tube,CL:0000576,CT,monocyte
fallopian_tube,CL:0000451,CT,dendritic cell
fallopian_tube,HGNC:6152,B (protein),ITGAX
fallopian_tube,CL:0000097,CT,mast cell
fallopian_tube,HGNC:12019,B (gene),TPSAB1
fallopian_tube,CL:0000236,CT,B cell
fallopian_tube,HGNC:1698,B (gene),CD79A
fallopian_tube,CL:0000786,CT,plasma cell
fallopian_tube,HGNC:5713,B (gene),JCHAIN
fallopian_tube,CL:0000775,CT,neutrophil
fallopian_tube,HGNC:3613,B (protein),FCGR1A
fallopian_tube,HGNC:4947,B (protein),HLA-DRA
fallopian_tube,HGNC:12680,B (protein),VEGF
fallopian_tube,ASCTB-TEMP:nerve-of-fallopian-tube-intramural-segment,AS,nerve of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:vasculature-of-fallopian-tube-intramural-segment,AS,vasculature of Fallopian tube intramural segment
fallopian_tube,CL:0000115,CT,Endothelial cell
fallopian_tube,HGNC:2047,B (gene),CLDN5
fallopian_tube,UBERON:0016632,AS,isthmus of Fallopian tube
fallopian_tube,ASCTB-TEMP:fluid-of-fallopian-tube-isthmus,AS,fluid of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:lamina-propria-of-fallopian-tube-isthmus,AS,lamina propria of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:nerve-of-fallopian-tube-isthmus,AS,nerve of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:vasculature-of-fallopian-tube-isthmus,AS,vasculature of Fallopian tube isthmus
fallopian_tube,UBERON:0012648,AS,ampulla of Fallopian tube
fallopian_tube,ASCTB-TEMP:fluid-of-fallopian-tube-ampulla,AS,fluid of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:lamina-propria-fallopian-tube-ampulla,AS,lamina propria Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:nerve-of-fallopian-tube-ampulla,AS,nerve of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:vasculature-of-fallopian-tube-ampulla,AS,vasculature of Fallopian tube ampulla
fallopian_tube,UBERON:0003984,AS,infundibulum of Fallopian tube
fallopian_tube,ASCTB-TEMP:fluid-of-fallopian-tube-infundibulum,AS,fluid of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:lamina-propria-of-fallopian-tube-infundibulum,AS,lamina propria of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:nerve-of-fallopian-tube-infundibulum,AS,nerve of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:vasculature-of-fallopian-tube-infundibulum,AS,vasculature of Fallopian tube infundibulum
fallopian_tube,UBERON:0012331,AS,mesosalpinx
fallopian_tube,ASCTB-TEMP:mesothelium-of-mesosalpinx,AS,mesothelium of mesosalpinx
fallopian_tube,CL:0000066,CT,epithelial cell
fallopian_tube,ASCTB-TEMP:wall-of-fallopian-tube-intramural-segment,AS,wall of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:serosa-of-fallopian-tube-intramural-segment,AS,serosa of Fallopian tube intramural segment
fallopian_tube,HGNC:130,B (gene),ACTA2
fallopian_tube,HGNC:2770,B (gene),DES
fallopian_tube,ASCTB-TEMP:basement-membrane-of-fallopian-tube-intramural-segment,AS,basement membrane of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:wall-of-fallopian-tube-isthmus,AS,wall of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:serosa-of-fallopian-tube-isthmus,AS,serosa of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:basement-membrane-of-fallopian-tube-isthmus,AS,basement membrane of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:wall-of-fallopian-tube-ampulla,AS,wall of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:serosa-of-fallopian-tube-ampulla,AS,serosa of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:basement-membrane-of-fallopian-tube-ampulla,AS,basement membrane of Fallopian tube ampulla
fallopian_tube,UBERON:8410010,AS,fimbria of Fallopian tube
fallopian_tube,ASCTB-TEMP:fluid-of-fallopian-tube-fimbria,AS,fluid of Fallopian tube fimbria
fallopian_tube,ASCTB-TEMP:lamina-propria-of-fallopian-tube-fimbria,AS,lamina propria of Fallopian tube fimbria
fallopian_tube,ASCTB-TEMP:nerve-of-fallopian-tube-fimbria,AS,nerve of Fallopian tube fimbria
fallopian_tube,ASCTB-TEMP:vasculature-of-fallopian-tube-fimbria,AS,vasculature of Fallopian tube fimbria
fallopian_tube,ASCTB-TEMP:wall-of-fallopian-tube-infundibulum,AS,wall of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:serosa-of-fallopian-tube-infundibulum,AS,serosa of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:basement-membrane-of-fallopian-tube-infundibulum,AS,basement membrane of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:serous-membrane-lining-of-mesosalpinx,AS,serous membrane lining of mesosalpinx
fallopian_tube,ASCTB-TEMP:lymphatic-of-mesosalpinx,AS,lymphatic of mesosalpinx
fallopian_tube,ASCTB-TEMP:nerve-of-mesosalpinx,AS,nerve of mesosalpinx
fallopian_tube,ASCTB-TEMP:vasculature-of-mesosalpinx,AS,vasculature of mesosalpinx
fallopian_tube,ASCTB-TEMP:plica-of-fallopian-tube-intramural-segment,AS,plica of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:mucosa-of-fallopian-tube-intramural-segment,AS,mucosa of Fallopian tube intramural segment
fallopian_tube,UBERON:0004804,AS,oviduct epithelium
fallopian_tube,CL:4033014,CT,intercalary cell
fallopian_tube,HGNC:11529,B (protein),EPCAM
fallopian_tube,HGNC:1681,B (protein),CD44
fallopian_tube,HGNC:6142,B (protein),ITGA6
fallopian_tube,ASCTB-TEMP:muscle-layer-of-oviduct-intramural-segment,AS,muscle layer of oviduct intramural segment
fallopian_tube,ASCTB-TEMP:inner-muscle-layer-of-fallopian-tube-intramural-segment,AS,Inner muscle layer of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:middle-muscle-layer-of-fallopian-tube-intramural-segment,AS,Middle muscle layer of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:outer-muscle-layer-of-fallopian-tube-intramural-segment,AS,Outer muscle layer of Fallopian tube intramural segment
fallopian_tube,ASCTB-TEMP:plica-of-fallopian-tube-isthmus,AS,plica of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:mucosa-of-fallopian-tube-isthmus,AS,mucosa of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:muscle-layer-of-oviduct-isthmus,AS,muscle layer of oviduct isthmus
fallopian_tube,ASCTB-TEMP:inner-muscle-layer-of-fallopian-tube-isthmus,AS,Inner muscle layer of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:middle-muscle-layer-of-fallopian-tube-isthmus,AS,Middle muscle layer of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:outer-muscle-layer-of-fallopian-tube-isthmus,AS,Outer muscle layer of Fallopian tube isthmus
fallopian_tube,ASCTB-TEMP:plica-of-fallopian-tube-ampulla,AS,plica of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:mucosa-of-fallopian-tube-ampulla,AS,mucosa of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:muscle-layer-of-oviduct-ampulla,AS,muscle layer of oviduct ampulla
fallopian_tube,ASCTB-TEMP:inner-muscle-layer-of-fallopian-tube-ampulla,AS,Inner muscle layer of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:middle-muscle-layer-of-fallopian-tube-ampulla,AS,Middle muscle layer of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:outer-muscle-layer-of-fallopian-tube-ampulla,AS,Outer muscle layer of Fallopian tube ampulla
fallopian_tube,ASCTB-TEMP:mucosa-of-fallopian-tube-fimbria,AS,mucosa of Fallopian tube fimbria
fallopian_tube,ASCTB-TEMP:plica-of-fallopian-tube-infundibulum,AS,plica of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:mucosa-of-fallopian-tube-infundibulum,AS,mucosa of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:muscle-layer-of-oviduct-infundibulum,AS,muscle layer of oviduct infundibulum
fallopian_tube,ASCTB-TEMP:inner-muscle-layer-of-fallopian-tube-infundibulum,AS,Inner muscle layer of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:middle-muscle-layer-of-fallopian-tube-infundibulum,AS,Middle muscle layer of Fallopian tube infundibulum
fallopian_tube,ASCTB-TEMP:outer-muscle-layer-of-fallopian-tube-infundibulum,AS,Outer muscle layer of Fallopian tube infundibulum
fallopian_tube,UBERON:0007589,AS,ciliated columnar oviduct epithelium
fallopian_tube,CL:4030007,CT,fallopian tube ciliated cell
fallopian_tube,HGNC:3816,B (gene),FOXJ1
fallopian_tube,UBERON:0007590,AS,cuboidal oviduct epithelium
fallopian_tube,CL:4030006,CT,fallopian tube secretory epithelial cell
fallopian_tube,HGNC:8622,B (gene),PAX8
fallopian_tube,HGNC:8524,B (gene),OVGP1
heart,UBERON:0000948,AS,heart
heart,UBERON:0002078,AS,right atrium
heart,UBERON:0002351,AS,sinoatrial node
heart,CL:1000477,CT,pacemaker cell
heart,HGNC:16882,B (gene),HCN4
heart,HGNC:4280,B (gene),GJC1
heart,FMA:3823,AS,sinoatrial nodal artery
heart,CL:1000413,CT,endothelial cell
heart,HGNC:8823,B (gene),PECAM1
heart,HGNC:12726,B (gene),VWF
heart,HGNC:1764,B (gene),CDH5
heart,CL:0002592,CT,smooth muscle cell
heart,HGNC:7569,B (gene),MYH11
heart,HGNC:11553,B (gene),TAGLN
heart,HGNC:130,B (gene),ACTA2
heart,CL:0000057,CT,fibroblast
heart,HGNC:8803,B (gene),PDGFRA
heart,HGNC:4620,B (gene),GSN
heart,HGNC:2705,B (gene),DCN
heart,UBERON:0003379,AS,myocardium
heart,CL:0000746,CT,cardiomyocyte
heart,HGNC:7939,B (gene),NPPA
heart,HGNC:7585,B (gene),MYL4
heart,HGNC:21719,B (gene),MYL7
heart,CL:2000067,CT,fibroblast
heart,CL:0000235,CT,macrophage
heart,HGNC:1628,B (gene),CD14
heart,HGNC:1241,B (gene),C1QA
heart,HGNC:1693,B (gene),CD68
heart,HGNC:3793,B (gene),FOLR2
heart,CL:0002573,CT,Schwann Cell
heart,HGNC:9086,B (gene),PLP1
heart,HGNC:8008,B (gene),NRXN1
heart,HGNC:8010,B (gene),NRXN3
heart,UBERON:0003383,AS,myocardium
heart,CL:0000097,CT,mast cell
heart,CL:0002138,CT,lymphatic endothelial cell
heart,CL:0000236,CT,B lymphocyte
heart,CL:0000914,CT,NK/T lymphocyte
heart,CL:0001065,CT,Innate lymphoid cell
heart,CL:0002350,CT,endocardial cell
heart,UBERON:0002049,AS,vasculature
heart,CL:0010008,CT,endothelial cell
heart,CL:0000359,CT,smooth muscle cell
heart,UBERON:0001982,AS,capillary
heart,CL:0000669,CT,pericyte
heart,HGNC:10001,B (gene),RGS5
heart,HGNC:60,B (gene),ABCC9
heart,HGNC:6269,B (gene),KCNJ8
heart,UBERON:0001979,AS,venule
heart,FMA:76767,AS,anterior cardiac veins
heart,CL:0017004,CT,telocyte (interstitial like cell of cajal)
heart,HGNC:1662,B (gene),CD34
heart,HGNC:12692,B (gene),VIM
heart,CL:0000542,CT,lymphocyte
heart,HGNC:1706,B (gene),CD8A
heart,HGNC:7830,B (gene),NKG7
heart,HGNC:6524,B (gene),LCK
heart,CL:0001056,CT,dendritic cell
heart,HGNC:6149,B (gene),ITGAM
heart,HGNC:6152,B (gene),ITGAX
heart,HGNC:6147,B (gene),ITGAE
heart,HGNC:6729,B (gene),LY75
heart,CL:0000136,CT,adipocyte
heart,HGNC:24865,B (gene),GPAM
heart,HGNC:6553,B (gene),LEP
heart,HGNC:3594,B (gene),FASN
heart,UBERON:0011820,AS,atrioventricular junction
heart,UBERON:0035422,AS,left circumflex artery
heart,FMA:3851,AS,atrioventicular nodal artery
heart,UBERON:0005438,AS,coronary sinus
heart,UBERON:0002352,AS,atrioventricular node
heart,UBERON:0001625,AS,right coronary artery
