fascial system,,,fascial tonus,muscle contraction,GO:0006936,myofibroblast contractility,muscle contraction,GO:0006936,active fascial tension,,,,,,,,,,,,,,,,Smooth muscle within visceral fascia contributes to resting fascial tension,cell,fascia,fascia,UBERON:0007798,smooth muscle cell,smooth muscle cell,CL:0000192,,,,does,contraction,,,,,,,,,,,present in visceral and some deep fascia; contributes tone independently of the myofibroblast population,seconds-minutes,,intra-organ,shear wave elastography,,,passive stiffness measurement,,,,,,,,,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,sympathetic nervous system,,,musculoskeletal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial proprioception,proprioception,GO:0019230,mechanoreceptor populations in fascia,,,,,,,,,,,,,,,this innervation density is the main reason fascia is now treated as a sensory organ rather than passive packing tissue,Fascial afferents signal tissue deformation to the central nervous system,cell,fascia,fascia,UBERON:0007798,sensory neuron,sensory neuron,CL:0000101,,,,does,X secretion,neurotransmitter,,,,,,,,,,fascia is more densely innervated than the muscle it invests; the thoracolumbar fascia is among the most richly supplied,milliseconds,,paracrine,joint position sense testing,,,pressure pain threshold,,,quantitative sensory testing,,,,,,peripheral nervous system,,,musculoskeletal system,,,motor control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial proprioception,proprioception,GO:0019230,mechanoreceptor populations in fascia,,,,,,,,,,,,,,,,Ruffini endings encode sustained fascial stretch and shear,cell,fascia,fascia,UBERON:0007798,Ruffini ending cell,,,sustained tissue stretch,,,increases,X secretion,neurotransmitter,,,,,,,,,,slowly adapting; responds particularly to tangential shear and sustained lateral stretch,milliseconds-seconds,intra-organ,paracrine,joint position sense testing,,,pressure pain threshold,,,quantitative sensory testing,,,,,,peripheral nervous system,,,musculoskeletal system,,,motor control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial proprioception,proprioception,GO:0019230,mechanoreceptor populations in fascia,,,,,,,,,,,,,,,,Pacinian corpuscles in fascia detect rapid pressure change and vibration,cell,fascia,fascia,UBERON:0007798,Pacinian corpuscle lamellar cell,,,high-frequency vibration,,,increases,X secretion,neurotransmitter,,,,,,,,,,rapidly adapting; signals rate of change rather than absolute position,milliseconds,intra-organ,paracrine,joint position sense testing,,,pressure pain threshold,,,quantitative sensory testing,,,,,,peripheral nervous system,,,musculoskeletal system,,,motor control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial proprioception,proprioception,GO:0019230,mechanoreceptor populations in fascia,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,sensory neuron,sensory neuron,CL:0000101,muscle contraction,,,increases,X secretion,neurotransmitter,,,,,,,,,,"fascial receptors are loaded by contraction of the muscles they invest, so they report muscular as well as external forces",milliseconds,intra-organ,paracrine,joint position sense testing,,,pressure pain threshold,,,quantitative sensory testing,,,,,,peripheral nervous system,,,musculoskeletal system,,,motor control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial nociception,sensory perception of pain,GO:0019233,free nerve endings and sensitisation,,,,,,,,,,,,,,,experimental irritation of fascia produces longer-lasting and more diffuse pain than equivalent stimulation of the underlying muscle,Fascial free nerve endings transduce noxious mechanical and chemical stimuli,cell,fascia,fascia,UBERON:0007798,nociceptive sensory neuron,,,,,,does,X secretion,substance P and CGRP,,,,,,,,,,free nerve endings are the most numerous fascial afferent type; the thoracolumbar fascia is a documented source of low back pain,milliseconds-seconds,,paracrine,pressure pain threshold,,,pain score,,,quantitative sensory testing,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,chronic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial nociception,sensory perception of pain,GO:0019233,free nerve endings and sensitisation,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,nociceptive sensory neuron,,,tissue acidosis,,,increases,X secretion,substance P and CGRP,,,,,,,,,,lowered pH sensitises fascial nociceptors through ASIC and TRPV1 channels,minutes-hours,intra-organ,paracrine,pressure pain threshold,,,pain score,,,quantitative sensory testing,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,chronic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial nociception,sensory perception of pain,GO:0019233,free nerve endings and sensitisation,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,nociceptive sensory neuron,,,inflammatory mediators,,,increases,X secretion,substance P and CGRP,,,,,,,,,,"bradykinin, prostaglandin E2 and nerve growth factor lower mechanical threshold, producing peripheral sensitisation",hours-days,paracrine,paracrine,pressure pain threshold,,,pain score,,,quantitative sensory testing,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,chronic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,fascial sensation,sensory perception of pain,GO:0019233,fascial nociception,sensory perception of pain,GO:0019233,free nerve endings and sensitisation,,,,,,,,,,,,,,,,Fascial mast cells and afferents form a self-reinforcing neurogenic inflammatory loop,cell,fascia,fascia,UBERON:0007798,mast cell,mast cell,CL:0000097,substance P,,,increases,X secretion,histamine,,,,,,,,,,"neuropeptide release degranulates local mast cells, closing a neurogenic inflammatory loop within the fascia itself",seconds-minutes,paracrine,paracrine,pressure pain threshold,,,pain score,,,quantitative sensory testing,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,chronic pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,interstitial fluid dynamics,,,interstitial transport,,,fluid movement and lymphatic clearance,,,,,,,,,,,,,,,this channelling is why infection and haematoma track along fascial planes rather than spreading isotropically,Fascial planes provide preferential pathways for interstitial fluid movement,tissue,fascia,fascia,UBERON:0007798,fascial interstitium,,,,,,does,transport of X from Y to Z,interstitial fluid,,,blood capillary,,,lymphatic vessel,,,,fascial planes act as preferential low-resistance channels for interstitial flow between compartments,minutes-hours,,intra-organ,tissue impedance,,,limb volumetry,,,ultrasound fascial thickness,,,,,,lymphatic drainage,,,musculoskeletal system,,,oedema,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,interstitial fluid dynamics,,,interstitial transport,,,fluid movement and lymphatic clearance,,,,,,,,,,,,,,,,Anchoring filaments couple lymphatic filling directly to fascial tissue strain,cell,fascia,fascia,UBERON:0007798,lymphatic endothelial cell,,,,,,does,transport of X from Y to Z,interstitial fluid,,,fascial interstitium,,,lymphatic lumen,,,,initial lymphatics are tethered to surrounding collagen by anchoring filaments that pull them open as tissue expands,minutes-hours,,intra-organ,tissue impedance,,,limb volumetry,,,ultrasound fascial thickness,,,,,,lymphatic drainage,,,musculoskeletal system,,,oedema,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,interstitial fluid dynamics,,,interstitial transport,,,fluid movement and lymphatic clearance,,,,,,,,,,,,,,,,,cell,fascia,fascia,UBERON:0007798,lymphatic endothelial cell,,,tissue deformation,,,increases,transport of X from Y to Z,interstitial fluid,,,fascial interstitium,,,lymphatic lumen,,,,muscular activity and external compression are the principal drivers of lymph propulsion in the limbs,minutes,intra-organ,intra-organ,tissue impedance,,,limb volumetry,,,ultrasound fascial thickness,,,,,,lymphatic drainage,,,musculoskeletal system,,,oedema,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,interstitial fluid dynamics,,,interstitial transport,,,fluid movement and lymphatic clearance,,,,,,,,,,,,,,,"this is the mechanical basis of acute compartment syndrome, and why fasciotomy rather than volume removal is the treatment",Non-compliant fascial boundaries convert volume increase into rising compartment pressure,tissue,fascia,fascia,UBERON:0007798,fascial compartment,,,intracompartmental pressure,,,decreases,transport of X from Y to Z,blood,,,arteriole,,,capillary bed,,,,the low compliance of deep fascia turns modest volume increases into steep pressure rises; perfusion fails well before pulses are lost,hours,intra-organ,intra-organ,tissue impedance,,,limb volumetry,,,ultrasound fascial thickness,,,,,,lymphatic drainage,,,musculoskeletal system,,,oedema,,,immune system,immune system process,GO:0002376,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,repair and fibrosis,wound healing,GO:0042060,fascial repair,wound healing,GO:0042060,injury response and adhesion formation,,,,,,,,,,,,,,,,Macrophages debride injured fascia and coordinate the repair sequence,cell,fascia,fascia,UBERON:0007798,macrophage,macrophage,CL:0000235,,,,does,X uptake,tissue debris,,,,,,,,,,"clearance precedes and permits the proliferative phase, as in cutaneous repair",days,,intra-organ,ultrasound fascial thickness,,,range of motion,,,shear wave elastography,,,,,,immune system,immune system process,GO:0002376,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,surgical intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,repair and fibrosis,wound healing,GO:0042060,fascial repair,wound healing,GO:0042060,injury response and adhesion formation,,,,,,,,,,,,,,,,Macrophage-derived TGF-beta drives the fibroproliferative response,cell,fascia,fascia,UBERON:0007798,macrophage,macrophage,CL:0000235,,,,does,X secretion,transforming growth factor beta,,,,,,,,,,,days,,paracrine,ultrasound fascial thickness,,,range of motion,,,shear wave elastography,,,,,,immune system,immune system process,GO:0002376,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,surgical intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,repair and fibrosis,wound healing,GO:0042060,fascial repair,wound healing,GO:0042060,injury response and adhesion formation,,,,,,,,,,,,,,,,Injured fascia is repaired with disorganised provisional matrix rather than regenerated,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,tissue injury,,,increases,X secretion,type III collagen,,,,,,,,,,provisional matrix deposition begins within days; disorganised fibre orientation is the hallmark of scarred fascia,days,intra-organ,intra-organ,ultrasound fascial thickness,,,range of motion,,,shear wave elastography,,,,,,immune system,immune system process,GO:0002376,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,surgical intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,repair and fibrosis,wound healing,GO:0042060,fascial repair,wound healing,GO:0042060,injury response and adhesion formation,,,,,,,,,,,,,,,this is the mechanistic argument for early controlled mobilisation rather than prolonged immobilisation after fascial injury,,cell,fascia,fascia,UBERON:0007798,fibroblast,fibroblast,CL:0000057,mechanical loading,,,increases,X secretion,type I collagen,,,,,,,,,,controlled loading during remodelling improves fibre alignment and final tensile properties,days,intra-organ,intra-organ,ultrasound fascial thickness,,,range of motion,,,shear wave elastography,,,,,,immune system,immune system process,GO:0002376,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,surgical intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,repair and fibrosis,wound healing,GO:0042060,fascial repair,wound healing,GO:0042060,injury response and adhesion formation,,,,,,,,,,,,,,,the window for preventing adhesion is short and falls within the first postoperative week,Loss of interlayer sliding after injury permits fibrous bridging between fascial planes,tissue,fascia,fascia,UBERON:0007798,loose connective tissue,,,post-surgical adhesion,,,decreases,transport of X from Y to Z,shear displacement,,,superficial fascial layer,,,deep fascial layer,,,,fibrin bridging across the gliding layer organises into permanent collagenous adhesion within 5-7 days if sliding is not restored,days,intra-organ,intra-organ,ultrasound fascial thickness,,,range of motion,,,shear wave elastography,,,,,,immune system,immune system process,GO:0002376,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,surgical intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,repair and fibrosis,wound healing,GO:0042060,fascial repair,wound healing,GO:0042060,injury response and adhesion formation,,,,,,,,,,,,,,,"in normal repair the myofibroblast population is cleared once tension resolves; failure of that clearance is the fibrotic phenotype, and would be directly expressible if apoptosis is available as a behavior term",,cell,fascia,fascia,UBERON:0007798,myofibroblast,myofibroblast cell,CL:0000186,tissue injury,,,increases,contraction X,force,,,,,,,,,,"persistent myofibroblast contraction after repair produces contracture, as in Dupuytren disease and frozen shoulder",days,intra-organ,intra-organ,ultrasound fascial thickness,,,range of motion,,,shear wave elastography,,,,,,immune system,immune system process,GO:0002376,transforming growth factor beta signalling,,,mechanical loading,response to mechanical stimulus,GO:0009612,surgical intervention,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,metabolic and storage function,,,superficial fascial storage,,,adipose and metabolic contribution,,,,,,,,,,,,,,,the fibrous septa of the superficial fascia determine the compartmentalised distribution of subcutaneous fat,Superficial fascial septa organise and contain subcutaneous adipose depots,cell,connective tissue,connective tissue,UBERON:0002384,adipocyte,adipocyte,CL:0000136,,,,does,X storage,triacylglycerol,,,,,,,,,,the superficial fascia organises subcutaneous fat into distinct lamellar compartments rather than a uniform layer,days,,systemic,ultrasound fascial thickness,,,body composition analysis,,,,,,,,,adipose tissue metabolism,,,musculoskeletal system,,,thermoregulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,metabolic and storage function,,,superficial fascial storage,,,adipose and metabolic contribution,,,,,,,,,,,,,,,,Fascially compartmentalised adipose tissue contributes to systemic adipokine signalling,cell,connective tissue,connective tissue,UBERON:0002384,adipocyte,adipocyte,CL:0000136,,,,does,X secretion,leptin,,,,,,,,,,,hours-days,,circulatory,ultrasound fascial thickness,,,body composition analysis,,,,,,,,,adipose tissue metabolism,,,musculoskeletal system,,,thermoregulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,metabolic and storage function,,,superficial fascial storage,,,adipose and metabolic contribution,,,,,,,,,,,,,,,,Skin ligaments couple the integument to deeper structures while preserving mobility,tissue,fascia,fascia,UBERON:0007798,superficial fascia,,,,,,does,transport of X from Y to Z,mechanical force,,,skin,,,deep fascia,,,,retinacula cutis anchor skin to deep fascia while permitting the mobility that lets skin slide over muscle,seconds,,intra-organ,ultrasound fascial thickness,,,body composition analysis,,,,,,,,,adipose tissue metabolism,,,musculoskeletal system,,,thermoregulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fascial system,,,metabolic and storage function,,,superficial fascial storage,,,adipose and metabolic contribution,,,,,,,,,,,,,,,"recently characterised and not yet in the Cell Ontology, so the identifier is left blank",Telocytes form interstitial networks and signal through extracellular vesicles,cell,fascia,fascia,UBERON:0007798,telocyte,,,,,,does,X secretion,extracellular vesicles,,,,,,,,,,long-process interstitial cells forming networks in fascia and viscera; a proposed coordinating and progenitor-support role,hours-days,,paracrine,ultrasound fascial thickness,,,body composition analysis,,,,,,,,,adipose tissue metabolism,,,musculoskeletal system,,,thermoregulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
