integumentary system,,,metabolic and endocrine function,metabolic process,GO:0008152,vitamin D synthesis,vitamin D biosynthetic process,GO:0042368,cutaneous photosynthesis of cholecalciferol,,,,,,,,,,,,,,,,The epidermis metabolises xenobiotics reaching it through the surface,cell,epidermis,epidermis,UBERON:0001003,keratinocyte,keratinocyte,CL:0000312,,,,does,X conversion to Y,xenobiotic,,,oxidised metabolite,,,,,,,cutaneous CYP1A1 and CYP2B activity contributes to first-pass metabolism of topically applied compounds,minutes-hours,,intra-organ,serum 25-hydroxyvitamin D,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,LOINC:1989-3,serum calcium,,,,,,,,,hepatic 25-hydroxylation,,,renal 1-alpha-hydroxylation,,,bone metabolism,,,endocrine system,endocrine process,GO:0050886,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,metabolic and endocrine function,metabolic process,GO:0008152,vitamin D synthesis,vitamin D biosynthetic process,GO:0042368,cutaneous photosynthesis of cholecalciferol,,,,,,,,,,,,,,,this is the constraint that determines which drugs can be given transdermally at all,Percutaneous absorption carries lipophilic compounds through the corneum into the circulation,organ,skin,skin of body,UBERON:0002097,skin,,,,,,does,transport of X from Y to Z,lipophilic compound,,,skin surface,,,dermal capillary,,,,"the intercellular lipid route dominates; permeability favours small, moderately lipophilic molecules under ~500 Da",hours,,circulatory,serum 25-hydroxyvitamin D,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,LOINC:1989-3,serum calcium,,,,,,,,,hepatic 25-hydroxylation,,,renal 1-alpha-hydroxylation,,,bone metabolism,,,endocrine system,endocrine process,GO:0050886,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,metabolic and endocrine function,metabolic process,GO:0008152,vitamin D synthesis,vitamin D biosynthetic process,GO:0042368,cutaneous photosynthesis of cholecalciferol,,,,,,,,,,,,,,,,Subcutaneous adipose tissue stores lipid and insulates against heat loss,cell,dermis,dermis,UBERON:0002067,adipocyte,adipocyte,CL:0000136,,,,does,X storage,triacylglycerol,,,,,,,,,,"subcutaneous fat provides thermal insulation, mechanical cushioning and an energy reserve",days,,systemic,serum 25-hydroxyvitamin D,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,LOINC:1989-3,serum calcium,,,,,,,,,hepatic 25-hydroxylation,,,renal 1-alpha-hydroxylation,,,bone metabolism,,,endocrine system,endocrine process,GO:0050886,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,metabolic and endocrine function,metabolic process,GO:0008152,vitamin D synthesis,vitamin D biosynthetic process,GO:0042368,cutaneous photosynthesis of cholecalciferol,,,,,,,,,,,,,,,,Subcutaneous adipocytes contribute to the systemic adipokine signal,cell,dermis,dermis,UBERON:0002067,adipocyte,adipocyte,CL:0000136,,,,does,X secretion,leptin,,,,,,,,,,,hours-days,,circulatory,serum 25-hydroxyvitamin D,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,LOINC:1989-3,serum calcium,,,,,,,,,hepatic 25-hydroxylation,,,renal 1-alpha-hydroxylation,,,bone metabolism,,,endocrine system,endocrine process,GO:0050886,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,metabolic and endocrine function,metabolic process,GO:0008152,vitamin D synthesis,vitamin D biosynthetic process,GO:0042368,cutaneous photosynthesis of cholecalciferol,,,,,,,,,,,,,,,,The dermis serves as a reservoir for water and sodium,organ,skin,skin of body,UBERON:0002097,skin,,,,,,does,X storage,water and electrolytes,,,,,,,,,,the dermis holds a substantial interstitial reservoir; sodium can be stored in glycosaminoglycans osmotically inactive form,days,,systemic,serum 25-hydroxyvitamin D,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,LOINC:1989-3,serum calcium,,,,,,,,,hepatic 25-hydroxylation,,,renal 1-alpha-hydroxylation,,,bone metabolism,,,endocrine system,endocrine process,GO:0050886,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,evaporative heat loss,sweat secretion,GO:0070254,eccrine sweat production and reabsorption,,,,,,,,,,,,,,,the primary secretion is essentially isotonic with plasma and is diluted only during ductal transit,Eccrine secretory coils produce an isotonic primary sweat,cell,sweat gland,sweat gland,UBERON:0001820,eccrine sweat gland secretory cell,,,,,,does,X secretion,sweat,,,,,,,,,"[0.5, 1.0]","units = L/h in an unacclimatised adult, rising to 2-4 L/h in a heat-acclimatised athlete; 2-4 million glands",minutes,,systemic,body temperature,Body temperature,LOINC:8310-5,sweat chloride,,,core temperature,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,fluid and electrolyte balance,,,cystic fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,evaporative heat loss,sweat secretion,GO:0070254,eccrine sweat production and reabsorption,,,,,,,,,,,,,,,,,cell,sweat gland,sweat gland,UBERON:0001820,eccrine sweat gland secretory cell,,,acetylcholine,,,increases,X secretion,sweat,,,,,,,,,,"eccrine glands are sympathetically innervated but cholinergic, an anatomical exception to the usual pattern",seconds-minutes,systemic,systemic,body temperature,Body temperature,LOINC:8310-5,sweat chloride,,,core temperature,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,fluid and electrolyte balance,,,cystic fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,evaporative heat loss,sweat secretion,GO:0070254,eccrine sweat production and reabsorption,,,,,,,,,,,,,,,"CFTR mediates ductal chloride reabsorption, which is why a sweat chloride above 60 mEq/L is diagnostic of cystic fibrosis","The eccrine duct reclaims sodium and chloride, rendering sweat hypotonic",cell,sweat gland,sweat gland,UBERON:0001820,eccrine sweat gland ductal cell,,,,,,does,X uptake,sodium chloride,,,,,,,,,"[10, 60]","units = mEq/L final sweat sodium; the duct reabsorbs NaCl without water, so sweat leaves hypotonic",minutes,,intra-organ,body temperature,Body temperature,LOINC:8310-5,sweat chloride,,,core temperature,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,fluid and electrolyte balance,,,cystic fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,evaporative heat loss,sweat secretion,GO:0070254,eccrine sweat production and reabsorption,,,,,,,,,,,,,,,,,cell,sweat gland,sweat gland,UBERON:0001820,eccrine sweat gland ductal cell,,,aldosterone,,,increases,X uptake,sodium chloride,,,,,,,,,,heat acclimatisation over 7-14 days lowers sweat sodium substantially at any given sweat rate,days,circulatory,intra-organ,body temperature,Body temperature,LOINC:8310-5,sweat chloride,,,core temperature,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,fluid and electrolyte balance,,,cystic fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,evaporative heat loss,sweat secretion,GO:0070254,eccrine sweat production and reabsorption,,,,,,,,,,,,,,,"high ambient humidity blocks evaporation and is why wet-bulb temperature, not air temperature, sets the physiological limit",Evaporation of sweat is the principal avenue of heat loss during heat stress,organ,skin,skin of body,UBERON:0002097,skin,,,,,,does,X export,heat,,,,,,,,,,evaporation of 1 L of sweat removes roughly 580 kcal; the only effective route once ambient temperature exceeds skin temperature,minutes,,systemic,body temperature,Body temperature,LOINC:8310-5,sweat chloride,,,core temperature,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,fluid and electrolyte balance,,,cystic fibrosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,cutaneous vascular control,vasodilation,GO:0042311,skin blood flow and convective heat transfer,,,,,,,,,,,,,,,"the skin circulation is the largest single lever the body has over heat balance, and competes with muscle for cardiac output during exercise in the heat",Cutaneous arteriolar tone sets the rate of convective heat delivery to the surface,cell,blood vessel,blood vessel,UBERON:0001981,smooth muscle cell,smooth muscle cell,CL:0000192,,,,does,contraction,,,,,,,,,,"[200, 500]","units = mL/min baseline skin blood flow, capable of rising to 6-8 L/min in maximal heat stress",seconds,,intra-organ,body temperature,Body temperature,LOINC:8310-5,core temperature,,,skin blood flow,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,sympathetic nervous system,,,blood pressure regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,cutaneous vascular control,vasodilation,GO:0042311,skin blood flow and convective heat transfer,,,,,,,,,,,,,,,,,cell,blood vessel,blood vessel,UBERON:0001981,smooth muscle cell,smooth muscle cell,CL:0000192,norepinephrine,,,increases,contraction X,force,,,,,,,,,,"cold-induced vasoconstriction can reduce skin blood flow nearly to zero, converting the shell into insulation",seconds,systemic,intra-organ,body temperature,Body temperature,LOINC:8310-5,core temperature,,,skin blood flow,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,sympathetic nervous system,,,blood pressure regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,cutaneous vascular control,vasodilation,GO:0042311,skin blood flow and convective heat transfer,,,,,,,,,,,,,,,,,cell,blood vessel,blood vessel,UBERON:0001981,smooth muscle cell,smooth muscle cell,CL:0000192,core body temperature,,,decreases,contraction X,force,,,,,,,,,,active vasodilatation in non-glabrous skin is cholinergic and co-released with the sweating signal,seconds-minutes,systemic,intra-organ,body temperature,Body temperature,LOINC:8310-5,core temperature,,,skin blood flow,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,sympathetic nervous system,,,blood pressure regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,cutaneous vascular control,vasodilation,GO:0042311,skin blood flow and convective heat transfer,,,,,,,,,,,,,,,,Glabrous skin arteriovenous anastomoses open as dedicated heat-dumping shunts,cell,blood vessel,blood vessel,UBERON:0001981,arteriovenous anastomosis smooth muscle cell,,,core body temperature,,,decreases,contraction X,force,,,,,,,,,,"AVAs in glabrous skin of palms, soles and face act as high-capacity thermal shunts under purely sympathetic control",seconds,systemic,intra-organ,body temperature,Body temperature,LOINC:8310-5,core temperature,,,skin blood flow,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,sympathetic nervous system,,,blood pressure regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,thermoregulation,temperature homeostasis,GO:0001659,cutaneous vascular control,vasodilation,GO:0042311,skin blood flow and convective heat transfer,,,,,,,,,,,,,,,,Arrector pili contraction erects the hair shaft,cell,hair follicle,hair follicle,UBERON:0002073,smooth muscle cell,smooth muscle cell,CL:0000192,norepinephrine,,,increases,contraction X,force,,,,,,,,,,arrector pili contraction produces piloerection; effective insulation in furred mammals and vestigial in humans,seconds,systemic,intra-organ,body temperature,Body temperature,LOINC:8310-5,core temperature,,,skin blood flow,,,,,,hypothalamic thermoregulation,,,cardiovascular system,blood circulation,GO:0008015,sympathetic nervous system,,,blood pressure regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,mechanoreception,sensory perception of touch,GO:0050975,cutaneous mechanoreceptor transduction,,,,,,,,,,,,,,,"two-point discrimination is 2-4 mm at the fingertip and over 40 mm on the back, tracking receptor density",Merkel cells transduce sustained skin indentation onto sensory afferents,cell,epidermis,epidermis,UBERON:0001003,Merkel cell,Merkel cell,CL:0000242,,,,does,X secretion,neurotransmitter,,,,,,,,,,"slowly adapting type I; encodes sustained indentation, edges and texture, and underlies fine spatial acuity",milliseconds-seconds,,paracrine,two-point discrimination,,,monofilament testing,,,vibration threshold,,,,,,peripheral nervous system,,,somatosensory cortex,,,peripheral neuropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,mechanoreception,sensory perception of touch,GO:0050975,cutaneous mechanoreceptor transduction,,,,,,,,,,,,,,,,,cell,epidermis,epidermis,UBERON:0001003,Merkel cell,Merkel cell,CL:0000242,skin indentation,,,increases,X secretion,neurotransmitter,,,,,,,,,,Piezo2-dependent mechanotransduction,milliseconds,intra-organ,paracrine,two-point discrimination,,,monofilament testing,,,vibration threshold,,,,,,peripheral nervous system,,,somatosensory cortex,,,peripheral neuropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,mechanoreception,sensory perception of touch,GO:0050975,cutaneous mechanoreceptor transduction,,,,,,,,,,,,,,,,Meissner corpuscles signal dynamic skin deformation and low-frequency vibration,cell,dermis,dermis,UBERON:0002067,Meissner corpuscle lamellar cell,,,low-frequency vibration,,,increases,X secretion,neurotransmitter,,,,,,,,,,"rapidly adapting; tuned to roughly 5-50 Hz, dense in glabrous skin, and central to grip control and slip detection",milliseconds,intra-organ,paracrine,two-point discrimination,,,monofilament testing,,,vibration threshold,,,,,,peripheral nervous system,,,somatosensory cortex,,,peripheral neuropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,mechanoreception,sensory perception of touch,GO:0050975,cutaneous mechanoreceptor transduction,,,,,,,,,,,,,,,,Pacinian corpuscles detect high-frequency vibration transmitted through tissue and tools,cell,dermis,dermis,UBERON:0002067,Pacinian corpuscle lamellar cell,,,high-frequency vibration,,,increases,X secretion,neurotransmitter,,,,,,,,,,tuned to 60-400 Hz with peak sensitivity near 250 Hz; the onion-like capsule filters out static pressure,milliseconds,intra-organ,paracrine,two-point discrimination,,,monofilament testing,,,vibration threshold,,,,,,peripheral nervous system,,,somatosensory cortex,,,peripheral neuropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,mechanoreception,sensory perception of touch,GO:0050975,cutaneous mechanoreceptor transduction,,,,,,,,,,,,,,,,Ruffini endings signal sustained skin stretch and directional strain,cell,dermis,dermis,UBERON:0002067,Ruffini ending cell,,,skin stretch,,,increases,X secretion,neurotransmitter,,,,,,,,,,slowly adapting type II; contributes to proprioception of hand shape and finger position,milliseconds-seconds,intra-organ,paracrine,two-point discrimination,,,monofilament testing,,,vibration threshold,,,,,,peripheral nervous system,,,somatosensory cortex,,,peripheral neuropathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,nociception and thermoreception,sensory perception of pain,GO:0019233,free nerve ending transduction and neurogenic inflammation,,,,,,,,,,,,,,,"antidromic release from the same fibres produces the axon reflex flare, making the sensory neuron an immune effector as well as a sensor",Nociceptor terminals both signal injury centrally and release neuropeptides locally,cell,epidermis,epidermis,UBERON:0001003,nociceptive sensory neuron,,,noxious heat,,,increases,X secretion,substance P and CGRP,,,,,,,,,,TRPV1 activation above about 43 C; the same channel is opened by capsaicin and by low pH,milliseconds-seconds,intra-organ,paracrine,quantitative sensory testing,,,pain score,,,,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,nociception and thermoreception,sensory perception of pain,GO:0019233,free nerve ending transduction and neurogenic inflammation,,,,,,,,,,,,,,,,,cell,epidermis,epidermis,UBERON:0001003,nociceptive sensory neuron,,,noxious cold,,,increases,X secretion,substance P and CGRP,,,,,,,,,,TRPM8 responds below about 25 C and to menthol; TRPA1 mediates noxious cold and irritant chemical sensing,milliseconds-seconds,intra-organ,paracrine,quantitative sensory testing,,,pain score,,,,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,nociception and thermoreception,sensory perception of pain,GO:0019233,free nerve ending transduction and neurogenic inflammation,,,,,,,,,,,,,,,,Neuropeptide release produces vasodilatation and plasma extravasation in the surrounding skin,cell,dermis,dermis,UBERON:0002067,blood vessel,,,substance P,,,increases,transport of X from Y to Z,plasma proteins,,,blood,,,dermal interstitium,,,,the flare and weal of the triple response follow directly from neuropeptide release and mast cell degranulation,seconds-minutes,paracrine,intra-organ,quantitative sensory testing,,,pain score,,,,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,nociception and thermoreception,sensory perception of pain,GO:0019233,free nerve ending transduction and neurogenic inflammation,,,,,,,,,,,,,,,,Distinct pruriceptive afferents signal itch rather than pain,cell,epidermis,epidermis,UBERON:0001003,pruriceptive sensory neuron,,,histamine,,,increases,X secretion,neurotransmitter,,,,,,,,,,"histaminergic itch is only one pathway; IL-31 and protease-activated pathways account for much chronic pruritus, which is why antihistamines often fail",seconds,paracrine,paracrine,quantitative sensory testing,,,pain score,,,,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,somatosensation,sensory perception of touch,GO:0050975,nociception and thermoreception,sensory perception of pain,GO:0019233,free nerve ending transduction and neurogenic inflammation,,,,,,,,,,,,,,,,Keratinocyte ATP release couples epidermal stimuli to sensory afferents,cell,epidermis,epidermis,UBERON:0001003,keratinocyte,keratinocyte,CL:0000312,,,,does,X secretion,adenosine triphosphate,,,,,,,,,,"keratinocytes are themselves sensory transducers, relaying mechanical and thermal stimuli to adjacent nerve terminals",milliseconds-seconds,,paracrine,quantitative sensory testing,,,pain score,,,,,,,,,peripheral nervous system,,,immune system,immune system process,GO:0002376,neurogenic inflammation,,,pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,this proliferative rate is why anagen follicles are so vulnerable to cytotoxic chemotherapy,Matrix keratinocytes proliferate and keratinise to extrude the hair shaft,cell,hair follicle,hair follicle,UBERON:0002073,hair matrix keratinocyte,,,,,,does,X synthesis,hair shaft,,,,,,,,,"[0.3, 0.4]",units = mm/day scalp hair growth; matrix keratinocytes are among the fastest-dividing cells in the body,days,,intra-organ,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,"human follicles cycle asynchronously, which is why hair is shed continuously rather than moulted","Follicles cycle between growth, regression and rest independently of one another",cell,hair follicle,hair follicle,UBERON:0002073,hair follicle cell,,,,,,does,X conversion to Y,anagen follicle,,,telogen follicle,,,,,,,"anagen 2-6 years, catagen 2-3 weeks, telogen ~3 months; 85-90% of scalp follicles are in anagen at any time, and 50-100 hairs shed daily",days,,intra-organ,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,,,cell,hair follicle,hair follicle,UBERON:0002073,hair follicle cell,,,physiological stress,,,increases,X conversion to Y,anagen follicle,,,telogen follicle,,,,,,,"fever, childbirth, surgery or severe illness synchronises follicles into telogen, producing shedding 2-3 months later",days,systemic,intra-organ,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,,Dermal papilla signalling governs follicle size and cycle duration,cell,hair follicle,hair follicle,UBERON:0002073,dermal papilla cell,,,,,,does,X secretion,growth factors,,,,,,,,,,the dermal papilla is the inductive signalling centre that determines follicle size and anagen duration,days,,paracrine,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,"this site-specific opposite response to one hormone is determined by the dermal papilla, not by the androgen",,cell,hair follicle,hair follicle,UBERON:0002073,dermal papilla cell,,,dihydrotestosterone,,,decreases,X secretion,growth factors,,,,,,,,,,"in genetically susceptible scalp follicles androgen shortens anagen and miniaturises the follicle, while in beard and axillary follicles the same signal does the opposite",days,circulatory,paracrine,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,this reservoir is why partial-thickness wounds with intact follicles re-epithelialise without grafting,Bulge stem cells supply both the cycling follicle and epidermal repair,cell,hair follicle,hair follicle,UBERON:0002073,hair follicle stem cell,,,,,,does,X synthesis,keratinocyte,,,,,,,,,,bulge stem cells regenerate the follicle each cycle and also repopulate interfollicular epidermis after wounding,days,,intra-organ,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,hair follicle cycling,hair follicle development,GO:0001942,"growth, regression and rest",,,,,,,,,,,,,,,,Follicular melanocytes pigment the growing hair shaft during anagen only,cell,hair follicle,hair follicle,UBERON:0002073,melanocyte,melanocyte,CL:0000148,,,,does,transport of X from Y to Z,melanosome,,,melanocyte,,,hair matrix keratinocyte,,,,follicular melanocytes are active only during anagen; exhaustion of the melanocyte stem cell pool produces greying,days,,intra-organ,hair pull test,,,trichogram,,,scalp biopsy,,,,,,endocrine system,endocrine process,GO:0050886,androgen signalling,,,epidermal stem cells,,,nutritional status,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,glandular and nail function,,,sebum production and nail growth,,,,,,,,,,,,,,,"sebum composition is unusual, containing squalene and wax esters found nowhere else in the body",Sebocytes mature and disintegrate to release sebum into the follicular canal,cell,sebaceous gland,sebaceous gland,UBERON:0001821,sebaceous gland cell,,,,,,does,X secretion,sebum,,,,,,,,,,"holocrine secretion: the entire cell disintegrates to release its lipid, with a transit of roughly 7-14 days",days,,intra-organ,sebum excretion rate,,,nail growth rate,,,,,,,,,endocrine system,endocrine process,GO:0050886,skin microbiota,,,androgen signalling,,,acne vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,glandular and nail function,,,sebum production and nail growth,,,,,,,,,,,,,,,,,cell,sebaceous gland,sebaceous gland,UBERON:0001821,sebaceous gland cell,,,androgens,,,increases,X secretion,sebum,,,,,,,,,,"sebum output is minimal before adrenarche and rises sharply at puberty, tracking androgen exposure",days,circulatory,intra-organ,sebum excretion rate,,,nail growth rate,,,,,,,,,endocrine system,endocrine process,GO:0050886,skin microbiota,,,androgen signalling,,,acne vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,glandular and nail function,,,sebum production and nail growth,,,,,,,,,,,,,,,"apocrine glands are adrenergically driven and become functional only at puberty, in contrast to eccrine glands",Apocrine glands discharge a protein-rich secretion into the hair follicle,cell,sweat gland,sweat gland,UBERON:0001820,apocrine sweat gland cell,,,,,,does,X secretion,apocrine sweat,,,,,,,,,,opens into the follicular canal rather than the surface; the secretion is odourless until bacterially metabolised,minutes-hours,,intra-organ,sebum excretion rate,,,nail growth rate,,,,,,,,,endocrine system,endocrine process,GO:0050886,skin microbiota,,,androgen signalling,,,acne vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,appendage function,,,glandular and nail function,,,sebum production and nail growth,,,,,,,,,,,,,,,"the slow, ordered growth makes the nail plate a running record of systemic insult, as in Beau lines and Mees lines",Nail matrix keratinocytes cornify into the hard keratin of the nail plate,cell,epidermis,epidermis,UBERON:0001003,nail matrix keratinocyte,,,,,,does,X synthesis,nail plate,,,,,,,,,"[2, 3]",units = mm/month for fingernails; toenails grow at roughly a third of that rate,days,,intra-organ,sebum excretion rate,,,nail growth rate,,,,,,,,,endocrine system,endocrine process,GO:0050886,skin microbiota,,,androgen signalling,,,acne vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,wound repair,wound healing,GO:0042060,haemostasis and inflammation,wound healing,GO:0042060,early wound response,,,,,,,,,,,,,,,the fibrin clot is not only haemostatic but the scaffold along which the first cells migrate,Platelet degranulation initiates repair within minutes of injury,cell,blood,blood,UBERON:0000178,platelet,platelet,CL:0000233,,,,does,X secretion,platelet-derived growth factor,,,,,,,,,,"degranulation within minutes provides the first chemotactic and mitogenic signals, alongside the fibrin provisional matrix",minutes-hours,,intra-organ,wound surface area,,,wound tensile strength,,,,,,,,,immune system,immune system process,GO:0002376,coagulation,,,cardiovascular system,blood circulation,GO:0008015,diabetes mellitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,wound repair,wound healing,GO:0042060,haemostasis and inflammation,wound healing,GO:0042060,early wound response,,,,,,,,,,,,,,,,Neutrophils are the first leukocytes recruited into the wound,cell,dermis,dermis,UBERON:0002067,neutrophil,neutrophil,CL:0000775,,,,does,transport of X from Y to Z,neutrophil,,,blood,,,wound bed,,,,"peaks at 24-48 h; debrides and kills, and its clearance is a prerequisite for progression to repair",hours-days,,intra-organ,wound surface area,,,wound tensile strength,,,,,,,,,immune system,immune system process,GO:0002376,coagulation,,,cardiovascular system,blood circulation,GO:0008015,diabetes mellitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,wound repair,wound healing,GO:0042060,haemostasis and inflammation,wound healing,GO:0042060,early wound response,,,,,,,,,,,,,,,failure of this transition is a defining feature of chronic non-healing wounds,Macrophages clear the wound and orchestrate the transition to proliferation,cell,dermis,dermis,UBERON:0002067,macrophage,macrophage,CL:0000235,,,,does,X uptake,apoptotic neutrophils and debris,,,,,,,,,,peaks at 2-3 days; efferocytosis switches the macrophage from an inflammatory to a reparative programme,days,,intra-organ,wound surface area,,,wound tensile strength,,,,,,,,,immune system,immune system process,GO:0002376,coagulation,,,cardiovascular system,blood circulation,GO:0008015,diabetes mellitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integumentary system,,,wound repair,wound healing,GO:0042060,haemostasis and inflammation,wound healing,GO:0042060,early wound response,,,,,,,,,,,,,,,,Wound macrophages release the growth factors that drive angiogenesis and fibroplasia,cell,dermis,dermis,UBERON:0002067,macrophage,macrophage,CL:0000235,,,,does,X secretion,vascular endothelial growth factor,,,,,,,,,,,days,,paracrine,wound surface area,,,wound tensile strength,,,,,,,,,immune system,immune system process,GO:0002376,coagulation,,,cardiovascular system,blood circulation,GO:0008015,diabetes mellitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
