Human Organ System,Major Organs,Structure_1_Label,Structure_1_ID,Structure_2_Label,Structure_2_ID,Structure_3_Label,Structure_3_ID,Structure_4_Label,Structure_4_ID,Structure_5_Label,Structure_5_ID,Structure_6_Label,Structure_6_ID,Structure_7_Label,Structure_7_ID,Structure_8_Label,Structure_8_ID,Cell_1_Label,Cell_1_ID,Cell_2_Label,Cell_2_ID,<1 second,1s - < 1min,1min - < 1hr,1hr - < 1day,1day - < 1week,1 week - < 1 year,1 year or longer,Unkown
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,epithelial cell of distal tubule,CL:0002305,juxtaglomerular apparatus,UBERON:0002303,kidney collecting duct epithelium,UBERON:0014388,,,,,,,kidney epithelial cell,CL:0002518,,,,,"Physiological Reactions to an Increased Plasma Volume Due to High Body Na+ Levels and Gain of H2O@↑ Na⁺ in DST or ↑ BP → ↑ ANP → ↓ RAAS, ↑ GFR, ↓ ADH → ↓ Na⁺ reabsorption","Physiological Reactions to an Increased Plasma Volume Due to High Body Na+ Levels and Gain of H2O@↑ Na⁺ in DST or ↑ BP → ↑ ANP → ↓ RAAS, ↑ GFR, ↓ ADH → ↓ Na⁺ reabsorption",,,,
urinary system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,proximal convoluted tubule,UBERON:0001287,distal straight tubule postmacula segment,UBERON:0006854,kidney collecting duct epithelium,UBERON:0014388,,,,,,,kidney epithelial cell,CL:0002518,,,"Renal Handingof K+@PCT absorbs 55%, DST 30%, DCT & cortical CD reabsorb/secrete, medullary CD reabsorbs K⁺",,,,,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,,,Physiological Reactions to Low K+ Diet@↓ [P]K⁺ sensed by ZG cells → ↓ aldosterone → ↓ K⁺ secretion by CD,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,kidney collecting duct epithelium,UBERON:0014388,,,,,,,,,,,kidney collecting duct epithelial cell,CL:0002518,,,,,,Physiological Reactions to High K+ Diet.@↑ [P]K⁺ monitored by zona glomerulosa (ZG) cells → ↑ aldosterone → ↑ K⁺ secretion by CD,Physiological Reactions to High K+ Diet.@↑ [P]K⁺ monitored by zona glomerulosa (ZG) cells → ↑ aldosterone → ↑ K⁺ secretion by CD,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,proximal convoluted tubule,UBERON:0001287,distal straight tubule postmacula segment,UBERON:0006854,distal convoluted tubule,UBERON:0001292,,,,,,,kidney epithelial cell,CL:0002518,epithelial cell of distal tubule,CL:0002305,"Renal Handling of Ca2+@PCT absorbs 80%, DST 10%, DCT & CD reabsorb 5% respectively",,,,,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,proximal convoluted tubule,UBERON:0001287,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,,,Renal Handling of PO4 2-@PCT reabsorbs 85% of filtered solute; remaining 15% is secreted,Renal Handling of PO4 2-@PCT reabsorbs 85% of filtered solute; remaining 15% is secreted,,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,proximal convoluted tubule,UBERON:0001287,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,,,,Control of Ca2+ Excretion in the Urine@Ca²⁺ excretion = (GFR × [P]Ca²⁺) – Ca²⁺ reabsorbed,Control of Ca2+ Excretion in the Urine@Ca²⁺ excretion = (GFR × [P]Ca²⁺) – Ca²⁺ reabsorbed,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,proximal convoluted tubule,UBERON:0001287,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,,,Control of Ca2+: The Rest of the Story@[P]Ca²⁺ controlled by Vitamin D (liver & PCT hydroxylation),Control of Ca2+: The Rest of the Story@[P]Ca²⁺ controlled by Vitamin D (liver & PCT hydroxylation),,,
urinary system,kidney,kidney,UBERON:0002113,nephron,UBERON:0001285,proximal convoluted tubule,UBERON:0001287,,,,,,,,,,,kidney proximal convoluted tubule epithelial cell,CL:1000838,,,,,,Control of PO4 2- Excretion in the Urine@Ca²⁺ regulation is interrelated with other electrolyte and hormonal controls,Control of PO4 2- Excretion in the Urine@Ca²⁺ regulation is interrelated with other electrolyte and hormonal controls,,,
urinary system,kidney,kidney,UBERON:0002113,kidney blood vessel,UBERON:0003517,,,,,,,,,,,,,kidney efferent arteriole endothelial cell,CL:1001099,kidney afferent arteriole endothelial cell,CL:1001096,,,,,angiotensin-activated signaling pathway@Angiotensinogen → Renin → Ang I → ACE → Ang II,,,
urinary system,kidney,kidney,UBERON:0002113,kidney blood vessel,UBERON:0003517,,,,,,,,,,,,,kidney efferent arteriole endothelial cell,CL:1001099,kidney afferent arteriole endothelial cell,CL:1001096,,,angiotensin-activated signaling pathway@AT1 mediates classical RAAS effects; AT2 opposes AT1,angiotensin-activated signaling pathway@AT1 mediates classical RAAS effects; AT2 opposes AT1,,,,
urinary system,ureter,ureter,UBERON:0000056,,,,,,,,,,,,,,,,,,,,,peristalsis@Ureteral peristalsis propels urine from renal pelvis to bladder,,,,,
urinary system,ureter,ureter,UBERON:0000056,,,,,,,,,,,,,,,,,,,,,,flow adjustment@Adjust urine flow via peristalsis and pressure sensing,,,,
urinary system,ureter,ureter,UBERON:0000056,,,,,,,,,,,,,,,,,,,,,,,tissue remodeling@Structural adaptation of urinary tract tissues,,,
urinary system,bladder,urinary bladder,UBERON:0001255,,,,,,,,,,,,,,,,,,,,stretch reflex@Bladder wall stretch triggers micturition reflex,,,,,,
urinary system,bladder,urinary bladder,UBERON:0001255,,,,,,,,,,,,,,,,,,,,,micturition@Coordinated CNS and PNS control of bladder emptying,,,,,
urinary system,bladder,urinary bladder,UBERON:0001255,,,,,,,,,,,,,,,,,,,,,,storage-voiding cycles@Alternating phases of urine storage and voiding,,,,
urinary system,bladder,urinary bladder,UBERON:0001255,,,,,,,,,,,,,,,,,,,,,,,sensory adaptation@Adjustment of sensory input during bladder filling,,,
urinary system,urethra,urethra,UBERON:0000057,,,,,,,,,,,,,,,,,,,,external sphincter reflex@Reflexive contraction/relaxation of external sphincter,,,,,,
